doc_id,document,top_k,category,input_data,answer,python_output,yaml_output
11356cd6bb0f2776a88cd584ff108470414c6594,document : Submanifold Sparse Convolutional Networks,1,"['Task', 'Method']",document : Submanifold Sparse Convolutional Networks,{'Task': []},"<ANSWER>
{'Task': ['Submanifold Sparse Convolutional Networks']}
<ANSWER>
{'Task': ['Submanifold', 'Sparse Convolutional Networks']}
<ANSWER>
{'Task': ['Submanifold', 'Sparse', 'Convolutional Networks']}
<ANSWER>
{'Task': ['Submanifold', 'Task: Sparse Convolutional Networks']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse Convolutional Networks']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutional Networks']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Networks']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Design']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Development']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Implementation']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Training']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Testing']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Evaluation']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Optimization']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Deployment']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Maintenance']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Monitoring']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Upgrades']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Improvements']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Research']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Development Research']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Development Testing']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Development Optimization']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Development Deployment']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Development Maintenance']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Development Monitoring']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Development Upgrades']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Development Improvements']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Design Research']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Design Testing']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Design Optimization']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Design Deployment']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Design Maintenance']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Design Monitoring']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Design Upgrades']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Design Improvements']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Training Research']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Training Testing']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Training Optimization']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Training Deployment']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Training Maintenance']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Training Monitoring']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Training Upgrades']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Training Improvements']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse', 'Convolutions', 'Network Testing Research']}
<ANSWER>
{'Task': ['Submanifold', 'Task', 'Sparse',","<ANSWER>
- Task: Researching or studying the topic of Submanifold Sparse Convolutional Networks
<ANSWER>"
11da0c54ba904a1cb31a09d10da55f73e8825c61,document : Natural Language Inference by Tree - Based Convolution and Heuristic Matching,1,"['Task', 'Method']",document : Natural Language Inference by Tree - Based Convolution and Heuristic Matching,{'Task': ['Natural Language Inference']},"<ANSWER>
{'Task': ['Natural Language Inference', 'Tree-Based Convolution', 'Heuristic Matching']}
</ANSWER>","<ANSWER>
- Task: Natural Language Inference
- Task: Tree-Based Convolution
- Task: Heuristic Matching
</ANSWER>"
1235dd37312cb20aced0e97d953f6379d8a0c7d4,document : Grounded Textual Entailment,1,"['Task', 'Method']",document : Grounded Textual Entailment,{'Task': ['Grounded Textual Entailment']},"<ANSWER>
{'Task': ['Grounded Textual Entailment']}
</ANSWER>","<ANSWER>
- Task: Grounded Textual Entailment
<ANSWER>"
14318685b5959b51d0f1e3db34643eb2855dc6d9,document : Going deeper with convolutions,1,"['Task', 'Method']",document : Going deeper with convolutions,{'Task': []},"<ANSWER>
{'Task': ['Going deeper with convolutions']}
</ANSWER>","<ANSWER>
- Task: Understanding deeper concepts of convolutions
<ANSWER>"
16051bbe3a7f7c77a952ebf76722ea655e8906ca,Image Super - resolution via Feature - augmented Random Forest,1,"['Task', 'Method']",Image Super - resolution via Feature - augmented Random Forest,{'Task': ['Image Super - resolution']},"<ANSWER>
{'Task': ['Image Super-resolution', 'Feature augmentation', 'Random Forest']}
</ANSWER>","<ANSWER>
- Task: Image Super-resolution
- Task: Feature Augmentation
- Task: Random Forest Classification
</ANSWER>"
160563abbd75265b19afc8b4169bab9e1eb33d97,document : Massively Multilingual Sentence Embeddings for Zero - Shot Cross - Lingual Transfer and Beyond,1,"['Task', 'Method']",document : Massively Multilingual Sentence Embeddings for Zero - Shot Cross - Lingual Transfer and Beyond,"{'Task': ['Massively Multilingual Sentence Embeddings', 'Zero - Shot Cross - Lingual Transfer']}","<ANSWER>
{'Task': ['Zero-Shot Cross-Lingual Transfer', 'Beyond']}
</ANSWER>","<ANSWER>
- Task: Massively Multilingual Sentence Embeddings
- Task: Zero-Shot Cross-Lingual Transfer
</ANSWER>"
175f74a09241b6cb5101a2a09978095720db7d5f,document : Image Super - Resolution via Dual - State Recurrent Networks,1,"['Task', 'Method']",document : Image Super - Resolution via Dual - State Recurrent Networks,{'Task': ['Image Super - Resolution']},"<ANSWER>
{'Task': ['Image Super-Resolution']}
</ANSWER>","<ANSWER>
- Task: Image Super-Resolution
< /ANSWER>

<ANSWER>
- Task: Dual-State Recurrent Networks
< /ANSWER>"
1778e32c18bd611169e64c1805a51abff341ca53,document : Natural Language Inference over Interaction Space,1,"['Task', 'Method']",document : Natural Language Inference over Interaction Space,"{'Task': ['Interaction Space', 'Natural Language Inference']}","<ANSWER>
{'Task': ['Natural Language Inference', 'Interaction Space']}
</ANSWER>","<ANSWER>
- Task: Natural Language Inference
- Task: Natural Language Inference over Interaction Space
</ANSWER>"
178275dbdcfa267e41a9d5efe386ee5874c6d23f,document : Fraternal Dropout,1,"['Task', 'Method']",document : Fraternal Dropout,{'Task': []},"<ANSWER>
{'Task': ['Fraternal Dropout']}
</ANSWER>","<ANSWER>
- Task: Researching topic ""Fraternal Dropout""
</ANSWER>"
178631e0f0e624b1607c7a7a2507ed30d4e83a42,document : Speech Recognition with Deep Recurrent Neural Networks,1,"['Task', 'Method']",document : Speech Recognition with Deep Recurrent Neural Networks,{'Task': ['Speech Recognition']},"<ANSWER>
{'Task': ['Speech Recognition']}
</ANSWER>","<ANSWER>
- Task: Speech Recognition
</ANSWER>

<ANSWER>
- Task: Implementing Speech Recognition using Deep Recurrent Neural Networks
</ANSWER>"
18168aea48a22f6fe2fe407c0ff70083cba225a7,document : Image Restoration Using Very Deep Convolutional Encoder - Decoder Networks with Symmetric Skip Connections,1,"['Task', 'Method']",document : Image Restoration Using Very Deep Convolutional Encoder - Decoder Networks with Symmetric Skip Connections,{'Task': ['Image Restoration']},"<ANSWER>
{'Task': ['Image Restoration', 'Convolutional Encoder-Decoder Networks', 'Very Deep Convolutional Networks', 'Symmetric Skip Connections']}
</ANSWER>","<ANSWER>
- Task: Image Restoration
- Task: Using Very Deep Convolutional Encoder-Decoder Networks
- Task: With Symmetric Skip Connections
</ANSWER>"
193089d56758ab88391d846edd08d359b1f9a863,document : A Discriminatively Learned CNN Embedding for Person Re - identification,1,"['Task', 'Method']",document : A Discriminatively Learned CNN Embedding for Person Re - identification,{'Task': ['Person Re - identification']},"<ANSWER>
{'Task': ['Person Re-identification']}
</ANSWER>","<ANSWER>
- Task: Person Re-identification
<ANSWER>"
193b518bc3025804c6d587c74cbc154d91478417,document : Learning to Adapt Structured Output Space for Semantic Segmentation,1,"['Task', 'Method']",document : Learning to Adapt Structured Output Space for Semantic Segmentation,{'Task': ['Semantic Segmentation']},"<ANSWER>
{'Task': ['Learning', 'Adapt', 'Structured Output Space', 'for', 'Semantic Segmentation']}
</ANSWER>","<ANSWER>
- Task: Adaptation of Structured Output Space
- Task: Semantic Segmentation
</ANSWER>"
1d0dcb458aa4d30b51f7c74b159be687f39120a0,document : Pose - driven Deep Convolutional Model for Person Re - identification,1,"['Task', 'Method']",document : Pose - driven Deep Convolutional Model for Person Re - identification,{'Task': ['Person Re - identification']},"<ANSWER>
{'Task': ['Person Re-identification']}
</ANSWER>","<ANSWER>
- Task: Person Re-identification
</ANSWER>"
1f08598381af9146d0fd9a61b30d0e51a7331689,document : Distributed Prioritized Experience Replay,1,"['Task', 'Method']",document : Distributed Prioritized Experience Replay,{'Task': ['Distributed Prioritized Experience Replay']},"<ANSWER>
{'Task': ['Distributed Prioritized Experience Replay']}
</ANSWER>","<ANSWER>
- Task: Distributed Prioritized Experience Replay
<ANSWER>"
2138a7127429d67746ec78de46d6820fee0e548e,document : Graph2Seq : Graph to Sequence Learning with Attention - Based Neural Networks,1,"['Task', 'Method']",document : Graph2Seq : Graph to Sequence Learning with Attention - Based Neural Networks,{'Task': ['Graph to Sequence Learning']},"<ANSWER>
{'Task': ['Graph to Sequence Learning', 'Neural Networks']}
</ANSWER>","<ANSWER>
- Task: Graph to Sequence Learning
- Task: Learning with Attention
- Task: Neural Networks
</ANSWER>"
21a1654b856cf0c64e60e58258669b374cb05539,"document : You Only Look Once : Unified , Real - Time Object Detection",1,"['Task', 'Method']","document : You Only Look Once : Unified , Real - Time Object Detection",{'Task': ['Real - Time Object Detection']},"<ANSWER>
{'Task': ['Unified', 'Real-Time', 'Object Detection']}
</ANSWER>","<ANSWER>
- Task: Object Detection
- Task: Real-Time Object Detection
- Task: Unified Object Detection
</ANSWER>"
232b43584b2236669c0a53702ad89ab10c3886ea,"In this work , we build on recent advances in distributional reinforcement learning to give a generally applicable , flexible , and state - of - the - art distributional variant of DQN .",1,"['Task', 'Method']","In this work , we build on recent advances in distributional reinforcement learning to give a generally applicable , flexible , and state - of - the - art distributional variant of DQN .",{'Task': []},"<ANSWER>
{'Task': ['distributional reinforcement learning', 'giving a distributional variant of DQN']}
</ANSWER>","<ANSWER>
- Task: Distributional Reinforcement Learning
- Task: Building on recent advances in Distributional Reinforcement Learning
- Task: Developing a generally applicable distributional variant of DQN
- Task: Creating a flexible distributional variant of DQN
- Task: Creating a state-of-the-art distributional variant of DQN
</ANSWER>"
23d2d3a6ffebfecaa8930307fdcf451c147757c8,document : SeqGAN : Sequence Generative Adversarial Nets with Policy Gradient,1,"['Task', 'Method']",document : SeqGAN : Sequence Generative Adversarial Nets with Policy Gradient,{'Task': []},"<ANSWER>
{'Task': ['Sequence Generative Adversarial Nets', 'Nets with Policy Gradient']}
</ANSWER>","<ANSWER>
- Task: Sequence Generation
- Task: Adversarial Training
- Task: Policy Gradient
</ANSWER>"
24730424236724d3f798dec02901e7a1f1c4710e,Joint Maximum Purity Forest with Application to Image Super - Resolution,1,"['Task', 'Method']",Joint Maximum Purity Forest with Application to Image Super - Resolution,{'Task': ['Image Super - Resolution']},"<ANSWER>
{'Task': ['Joint Maximum Purity Forest', 'Application to Image Super-Resolution']}
</ANSWER>","<ANSWER>
- Task: Forest segmentation (Maximum Purity Forest)
- Task: Image super-resolution
</ANSWER>"
249b3b7421d3cdb932eecfe4b67203e0e46806b2,document : Cell - aware Stacked LSTMs for Modeling Sentences,1,"['Task', 'Method']",document : Cell - aware Stacked LSTMs for Modeling Sentences,{'Task': ['Modeling Sentences']},"<ANSWER>
{'Task': ['Modeling Sentences']}
</ANSWER>","<ANSWER>
- Task: Modeling Sentences
- Task: Cell-aware Stacked LSTMs
<ANSWER>"
25a784f7f8c94c42821ee078587fc38dffcd00a4,document : Robust Face Detection via Learning Small Faces on Hard Images,1,"['Task', 'Method']",document : Robust Face Detection via Learning Small Faces on Hard Images,"{'Task': ['Learning Small Faces', 'Robust Face Detection']}","<ANSWER>
{'Task': ['Robust Face Detection']}
</ANSWER>","<ANSWER>
- Task: Face Detection
- Task: Robust Face Detection
- Task: Learning
- Task: Small Faces
- Task: Hard Images
</ANSWER>"
25f5df29342a04936ba0d308b4d1b8245a7e8f5c,Convolutional Pose Machines,1,"['Task', 'Method']",Convolutional Pose Machines,{'Task': []},"<ANSWER>
{'Task': ['Convolutional Pose Machines']}
<ANSWER>
In this document, the task is not explicitly mentioned as a separate entity. However, the title of the document ""Convolutional Pose Machines"" can be considered as the task or subject of the document. Therefore, the output will be:
{'Task': ['Convolutional Pose Machines']}
<ANSWER>","<ANSWER>
- Task: Developing a system for detecting and estimating the pose (position and orientation) of objects or people in images using Convolutional Neural Networks (CNNs)
  - Technique: Convolutional Pose Machines
</ANSWER>"
269730dbbabed8b8b5ba720e44a4c31b1f51e8f1,Published as a conference paper at ICLR 2017 QUERY - REDUCTION NETWORKS FOR QUESTION ANSWERING,1,"['Task', 'Method']",Published as a conference paper at ICLR 2017 QUERY - REDUCTION NETWORKS FOR QUESTION ANSWERING,{'Task': ['QUESTION ANSWERING']},"<ANSWER>
{'Task': ['Question Answering']}
</ANSWER>","task: Question Answering
task: Paper Publication
task: Conference
task: ICLR 2017

<ANSWER>
{
  ""Task"": ""Question Answering"",
  ""SubTasks"": [
    {
      ""Task"": ""Paper Publication"",
      ""SubTasks"": [
        {
          ""Task"": ""Conference""
        },
        {
          ""Task"": ""ICLR 2017""
        }
      ]
    }
  ]
}
</ANSWER>"
270e65acc071b9e4e2a632720130c0e10cb6fa08,document : Neural Tree Indexers for Text Understanding,1,"['Task', 'Method']",document : Neural Tree Indexers for Text Understanding,{'Task': ['Text Understanding']},"<ANSWER>
{'Task': ['Neural Tree Indexers', 'Text Understanding']}
</ANSWER>","<ANSWER>
- Task: Neural Tree Indexing
- Task: Text Understanding
</ANSWER>

The document is about ""Neural Tree Indexers for Text Understanding"". The tasks mentioned in the document are ""Neural Tree Indexing"" and ""Text Understanding""."
2777cd26b2c257843273fe41ad4c5b8cdf1b1b75,document : Understanding Humans in Crowded Scenes : Deep Nested Adversarial Learning and A New Benchmark for Multi - Human Parsing,1,"['Task', 'Method']",document : Understanding Humans in Crowded Scenes : Deep Nested Adversarial Learning and A New Benchmark for Multi - Human Parsing,"{'Task': ['Understanding Humans in Crowded Scenes', 'Multi - Human Parsing']}","<ANSWER>
{'Task': ['Deep Nested Adversarial Learning', 'Multi- Human Parsing', 'Benchmark']}
</ANSWER>","<ANSWER>
- Task: Deep Learning Model Development
- Task: Adversarial Learning
- Task: Multi-Human Parsing
- Task: Benchmark Creation
</ANSWER>"
27a99c21a1324f087b2f144adc119f04137dfd87,document : Deep Fried Convnets,1,"['Task', 'Method']",document : Deep Fried Convnets,{'Task': []},"<ANSWER>
{'Task': ['Deep Fried Convnets']}
</ANSWER>","<ANSWER>
- Task: Deep Learning Model Development
- Task: Convolutional Neural Network (CNN) Design
- Task: Deep Fried Technique Application (to ConvNets)
</ANSWER>"
27aa0f3ec934925265f93fac7ff1cd1d70ceb618,Strong Baselines for Neural Semi - supervised Learning under Domain Shift,1,"['Task', 'Method']",Strong Baselines for Neural Semi - supervised Learning under Domain Shift,"{'Task': ['Neural Semi - supervised Learning', 'Domain Shift']}","<ANSWER>
{'Task': ['Neural Semi-supervised Learning', 'Domain Shift']}
</ANSWER>","<ANSWER>
- Task: Neural Semi-supervised Learning
- Task: Learning under Domain Shift
</ANSWER>"
2a86bcdfb1d817ddb76ba202319f8267a36c0f62,document : PCL : Proposal Cluster Learning for Weakly Supervised Object Detection,1,"['Task', 'Method']",document : PCL : Proposal Cluster Learning for Weakly Supervised Object Detection,{'Task': ['Weakly Supervised Object Detection']},"<ANSWER>
{'Task': ['Proposal Cluster Learning', 'Weakly Supervised Object Detection']}
</ANSWER>","<ANSWER>
- Task: Proposal Generation
- Task: Cluster Learning
- Task: Weakly Supervised Object Detection
</ANSWER>"
2f04ba0f74df046b0080ca78e56898bd4847898b,document : Aggregate Channel Features for Multi - view Face Detection,1,"['Task', 'Method']",document : Aggregate Channel Features for Multi - view Face Detection,{'Task': ['Multi - view Face Detection']},"<ANSWER>
{'Task': ['Aggregate Channel Features', 'Multi-view Face Detection']}
</ANSWER>","<ANSWER>
- Task: Aggregate
- Task: Channel Features
- Task: Multi-view Face Detection
</ANSWER>"
2f56b1ac5b9faac9527b6814778925e9242cf5fd,document : Training Region - based Object Detectors with Online Hard Example Mining,1,"['Task', 'Method']",document : Training Region - based Object Detectors with Online Hard Example Mining,{'Task': []},"<ANSWER>
{'Task': ['Training', 'Region-based Object Detectors', 'Online Hard Example Mining']}
</ANSWER>","<ANSWER>
- Task: Training
- Task: Region-based Object Detection
- Task: Hard Example Mining
- Task: Online
</ANSWER>"
2f97ee95cad6a1f13596b108072b846c6f747d4e,document : The Microsoft 2016 Conversational Speech Recognition System,1,"['Task', 'Method']",document : The Microsoft 2016 Conversational Speech Recognition System,{'Task': []},"<ANSWER>
{'Task': ['Microsoft 2016 Conversational Speech Recognition System']}
</ANSWER>

In this case, the task entity is the name of the system mentioned in the document.","<ANSWER>
- Task: Development of Conversational Speech Recognition System
- Task: Implementation of Microsoft 2016 Conversational Speech Recognition System
</ANSWER>"
322a7dad274f440a92548faa8f2b2be666b2d01f,document : Pyramid Scene Parsing Network,1,"['Task', 'Method']",document : Pyramid Scene Parsing Network,{'Task': []},"<ANSWER>
{'Task': ['Pyramid Scene Parsing Network']}
</ANSWER>","<ANSWER>
- Task: Pyramid Scene Parsing
<ANSWER>"
325af39d281d5903a269c01fab8f53d7400a4c49,document : ArtTrack : Articulated Multi - person Tracking in the Wild,1,"['Task', 'Method']",document : ArtTrack : Articulated Multi - person Tracking in the Wild,{'Task': []},"<ANSWER>
{'Task': ['Articulated Multi-person Tracking']}
</ANSWER>","<ANSWER>
- Task: Articulated Multi-person Tracking
</\ANSWER>"
33261d252218007147a71e40f8367ed152fa2fe0,Question Answering with Subgraph Embeddings,1,"['Task', 'Method']",Question Answering with Subgraph Embeddings,{'Task': ['Question Answering']},"{'Task': ['Question Answering']}

<ANSWER>
{'Task': ['Question Answering']}
</ANSWER>","task: Question Answering
task_type: Information Extraction
technique: Subgraph Embeddings

<ANSWER>
{
  ""Task"": ""Question Answering"",
  ""Type"": ""Information Extraction"",
  ""Technique"": ""Subgraph Embeddings""
}
</ANSWER>"
3448e6a5039417dc1ae890efeca3bef5390ace7c,document : [,1,"['Task', 'Method']",document : [,{'Task': []},"<ANSWER>
{'Task': []}

# Step 1: Import necessary libraries
import spacy
nlp = spacy.load(""en_core_web_sm"")

# Step 2: Process the document
doc = nlp(document)

# Step 3: Identify task entities
task_entities = []
for ent in doc.ents:
 if ent.label_ == ""TASK"":
 task_entities.append(ent.text)

# Step 4: Update the dictionary
result = {'Task': task_entities}
<ANSWER> {result} <ANSWER>","<ANSWER>
- Task: Prepare document
- Task: Extract entities
- Task: Convert output to YAML format
</ANSWER>

Document: [
Your output must be in YAML format:

Task:
- Prepare document
- Extract entities
- Convert output to YAML format
]"
