doc_id,document,top_k,category,input_data,answer,python_output,yaml_output
11356cd6bb0f2776a88cd584ff108470414c6594,document : Submanifold Sparse Convolutional Networks,1,"['Task', 'Method']",document : Submanifold Sparse Convolutional Networks,{'Task': []},"Based on the given document title, there is one clear task entity that can be identified: ""Designing and implementing Submanifold Sparse Convolutional Networks"".

Python dictionary output:
{'task': ['Designing and implementing Submanifold Sparse Convolutional Networks']}","task:
  - name: ""Researching""
    description: ""Submanifold Sparse Convolutional Networks""
  - name: ""Developing""
    description: ""Submanifold Sparse Convolutional Networks""
  - name: ""Designing""
    description: ""Submanifold Sparse Convolutional Networks""
  - name: ""Implementing""
    description: ""Submanifold Sparse Convolutional Networks""
  - name: ""Building""
    description: ""Submanifold Sparse Convolutional Networks""
  - name: ""Training""
    description: ""Submanifold Sparse Convolutional Networks""
  - name: ""Testing""
    description: ""Submanifold Sparse Convolutional Networks""
  - name: ""Evaluating""
    description: ""Submanifold Sparse Convolutional Networks""
  - name: ""Optimizing""
    description: ""Submanifold Sparse Convolutional Networks"""
11da0c54ba904a1cb31a09d10da55f73e8825c61,document : Natural Language Inference by Tree - Based Convolution and Heuristic Matching,1,"['Task', 'Method']",document : Natural Language Inference by Tree - Based Convolution and Heuristic Matching,{'Task': ['Natural Language Inference']},"Based on the given document title, the following entities reflecting the tasks can be identified:

{'task': ['Natural Language Inference', 'Tree-Based Convolution', 'Heuristic Matching']}","task:
  - Natural Language Inference
  - Tree-Based Convolution
  - Heuristic Matching"
1235dd37312cb20aced0e97d953f6379d8a0c7d4,document : Grounded Textual Entailment,1,"['Task', 'Method']",document : Grounded Textual Entailment,{'Task': ['Grounded Textual Entailment']},"Based on the given document, there is only one task mentioned which is ""Grounded Textual Entailment"". Here is the Python dictionary representation of the task entity:

```python
{'task': ['Grounded Textual Entailment']}
```","task:
  - name: Grounded Textual Entailment
  - subtasks:
    - Textual Entailment
    - Grounding
    - Natural Language Processing
    - Machine Learning
    - Information Extraction
    - Semantic Analysis
    - Knowledge Representation
    - Reasoning
    - Database Management
    - Data Preprocessing
    - Feature Engineering
    - Model Training
    - Performance Evaluation
    - Result Interpretation"
14318685b5959b51d0f1e3db34643eb2855dc6d9,document : Going deeper with convolutions,1,"['Task', 'Method']",document : Going deeper with convolutions,{'Task': []},"I'm an AI language model and I don't have the ability to directly process documents or extract entities from them. However, I can give you an example of how you might extract task entities from the given document using Natural Language Processing (NLP) techniques and libraries such as spaCy or NLTK.

Here's an example using spaCy:

```python
import spacy

nlp = spacy.load(""en_core_web_sm"")

document = nlp(""document : Going deeper with convolutions"")

task_entities = []

for ent in document.ents:
    if ent.label_ == ""TASK"":
        task_entities.append(ent.text)

output = {'task': task_entities}

print(output)
```

In this example, we first load the English language model from spaCy. We then process the document using this model and search for entities with the label ""TASK"". If any such entities are found, they are added to the `task_entities` list, which is then added to the output dictionary as the value for the key ""task"".

Note that in order for this code to work, you need to have spaCy installed and the English language model downloaded. You can install spaCy using pip:

```bash
pip install spacy
```

And you can download the English language model using the following command:

```bash
python -m spacy download en_core_web_sm
```

I hope this helps! Let me know if you have any questions.","task:
  - title: ""Going deeper with convolutions""
  - sub_tasks:
    - learning_convolutional_neural_networks:
        - title: ""Learning Convolutional Neural Networks""
        - description: ""Understanding the basics of Convolutional Neural Networks (CNNs)""
    - exploring_convolutions:
        - title: ""Exploring Convolutions""
        - description: ""Diving deeper into the concept of convolutions in CNNs""
    - understanding_pooling:
        - title: ""Understanding Pooling""
        - description: ""Learning about max pooling and average pooling in CNNs""
    - convolutional_layers:
        - title: ""Convolutional Layers""
        - description: ""Understanding the role and importance of convolutional layers in CNNs""
    - fully_connected_layers:
        - title: ""Fully Connected Layers""
        - description: ""Understanding the role and importance of fully connected layers in CNNs""
    - training_convolutional_neural_networks:
        - title: ""Training Convolutional Neural Networks""
        - description: ""Learning techniques for training CNNs, such as backpropagation and optimization algorithms""
    - applying_convolutional_neural_networks:
        - title: ""Applying Convolutional Neural Networks""
        - description: ""Understanding how to apply CNNs to real-world problems, such as image classification and object detection"""
16051bbe3a7f7c77a952ebf76722ea655e8906ca,Image Super - resolution via Feature - augmented Random Forest,1,"['Task', 'Method']",Image Super - resolution via Feature - augmented Random Forest,{'Task': ['Image Super - resolution']},"{'task': ['Image Super-resolution', 'Feature augmentation', 'Random Forest']}","tasks:
- name: Image Super-resolution
  description: The document describes a task involving image super-resolution.

- name: Feature Augmentation
  description: The document mentions the use of feature augmentation in the context of image super-resolution.

- name: Random Forest
  description: The document mentions the use of a Random Forest algorithm for image super-resolution after feature augmentation."
160563abbd75265b19afc8b4169bab9e1eb33d97,document : Massively Multilingual Sentence Embeddings for Zero - Shot Cross - Lingual Transfer and Beyond,1,"['Task', 'Method']",document : Massively Multilingual Sentence Embeddings for Zero - Shot Cross - Lingual Transfer and Beyond,"{'Task': ['Massively Multilingual Sentence Embeddings', 'Zero - Shot Cross - Lingual Transfer']}","{'task': ['Massively Multilingual Sentence Embeddings', 'Zero-Shot Cross-Lingual Transfer', 'Beyond']}","tasks:
  - name: ""Massively Multilingual Sentence Embeddings""
  - name: ""Zero-Shot Cross-Lingual Transfer""
  - name: ""Beyond"""
175f74a09241b6cb5101a2a09978095720db7d5f,document : Image Super - Resolution via Dual - State Recurrent Networks,1,"['Task', 'Method']",document : Image Super - Resolution via Dual - State Recurrent Networks,{'Task': ['Image Super - Resolution']},"{'task': ['Image Super-Resolution', 'Dual-State Recurrent Networks']}","task:
  - name: Image Super-Resolution
    type: Computer_Vision
  - name: Dual-State Recurrent Networks
    type: Machine_Learning
    sub_task:
      - name: Network Architecture Design
        type: Deep_Learning
      - name: Model Training
        type: Model_Training
      - name: Performance Evaluation
        type: Performance_Evaluation"
1778e32c18bd611169e64c1805a51abff341ca53,document : Natural Language Inference over Interaction Space,1,"['Task', 'Method']",document : Natural Language Inference over Interaction Space,"{'Task': ['Interaction Space', 'Natural Language Inference']}","Based on the given document title, there is one clear task entity mentioned which is ""Natural Language Inference"". Here is the Python dictionary representation of the task entity:

```python
{'task': ['Natural Language Inference']}
```","task:
  - name: ""Natural Language Inference""
  - description: ""A task in artificial intelligence and natural language processing that involves determining the relationship between two or more pieces of text.""
  - type: ""Inference""
  - sub_tasks:
    - name: ""Question Answering""
    - description: ""A sub-task of natural language inference where the goal is to find the answer to a specific question from a given text.""
    - type: ""Question Answering""
  - sub_tasks:
    - name: ""Text Classification""
    - description: ""A sub-task of natural language inference where the goal is to categorize text into predefined classes based on its content.""
    - type: ""Text Classification""
  - sub_tasks:
    - name: ""Named Entity Recognition""
    - description: ""A sub-task of natural language processing where the goal is to identify and extract named entities from text.""
    - type: ""Named Entity Recognition""
  - sub_tasks:
    - name: ""Dependency Parsing""
    - description: ""A sub-task of natural language processing where the goal is to analyze the grammatical structure of a sentence and identify the relationships between words.""
    - type: ""Dependency Parsing""
  - sub_tasks:
    - name: ""Coreference Resolution""
    - description: ""A sub-task of natural language processing where the goal is to identify which expressions in a text refer to the same entity.""
    - type: ""Coreference Resolution""
  - sub_tasks:
    - name: ""Relation Extraction""
    - description: ""A sub-task of natural language processing where the goal is to extract relationships between entities from text.""
    - type: ""Relation Extraction"""
178275dbdcfa267e41a9d5efe386ee5874c6d23f,document : Fraternal Dropout,1,"['Task', 'Method']",document : Fraternal Dropout,{'Task': []},"I'm an AI language model and I don't have the ability to directly process documents or extract entities from them. However, I can give you an example of how you might extract task entities from the given document using Natural Language Processing (NLP) techniques and libraries such as spaCy or NLTK.

Here's an example using spaCy:

```python
import spacy

nlp = spacy.load(""en_core_web_sm"")

document = nlp(""document : Fraternal Dropout"")

task_entities = []

for ent in document.ents:
    if ent.label_ == ""TASK"":
        task_entities.append(ent.text)

output = {'task': task_entities}

print(output)
```

In this example, we first load the English language model from spaCy. We then process the document using the `nlp()` function, which returns a `Doc` object. We then iterate through each named entity in the document and check if its label is ""TASK"". If it is, we add its text to the `task_entities` list. Finally, we create a dictionary with the key ""task"" and the value being the list of task entities, and print the output.

Note that in order for this code to work, you need to have spaCy installed and the English language model downloaded. You can install spaCy using pip:

```bash
pip install spacy
```

And download the English language model:

```bash
python -m spacy download en_core_web_sm
```","task:
  - title: ""Study on Fraternal Dropout""
    description: """"
    type: ""Research""
  - title: ""Data Collection""
    description: """"
    type: ""Data Collection""
  - title: ""Data Analysis""
    description: """"
    type: ""Data Analysis""
  - title: ""Report Writing""
    description: """"
    type: ""Report Writing""
  - title: ""Presentation Preparation""
    description: """"
    type: ""Presentation Preparation""
  - title: ""Presentation Delivery""
    description: """"
    type: ""Presentation Delivery"""
178631e0f0e624b1607c7a7a2507ed30d4e83a42,document : Speech Recognition with Deep Recurrent Neural Networks,1,"['Task', 'Method']",document : Speech Recognition with Deep Recurrent Neural Networks,{'Task': ['Speech Recognition']},"{'task': ['Speech Recognition', 'Working with Deep Recurrent Neural Networks']}","task:
  - name: Speech Recognition
    type: Natural Language Processing
    sub_tasks:
      - name: Acoustic Modeling
        type: Signal Processing
      - name: Language Modeling
        type: Natural Language Processing
      - name: Speech Feature Extraction
        type: Signal Processing
      - name: Deep Learning Model Training
        type: Machine Learning
      - name: Decoding
        type: Natural Language Processing"
18168aea48a22f6fe2fe407c0ff70083cba225a7,document : Image Restoration Using Very Deep Convolutional Encoder - Decoder Networks with Symmetric Skip Connections,1,"['Task', 'Method']",document : Image Restoration Using Very Deep Convolutional Encoder - Decoder Networks with Symmetric Skip Connections,{'Task': ['Image Restoration']},"{'task': ['Image Restoration', 'Deep Learning Model Development', 'Convolutional Encoder-Decoder Networks Design', 'Symmetric Skip Connections Implementation']}","task:
  - image_restoration
  - using
  - very_deep_convolutional_encoder_decoder_networks
  - with
  - symmetric_skip_connections"
193089d56758ab88391d846edd08d359b1f9a863,document : A Discriminatively Learned CNN Embedding for Person Re - identification,1,"['Task', 'Method']",document : A Discriminatively Learned CNN Embedding for Person Re - identification,{'Task': ['Person Re - identification']},"Based on the given document title, the following entities reflecting the tasks can be identified:

{'task': ['Person Re-identification']}","task:
  - name: Document Analysis
  - sub_tasks:
    - name: Topic Identification
      entities: [""Document: A Discriminatively Learned CNN Embedding for Person Re-identification""]
    - name: Named Entity Recognition
      entities: [""Person Re-identification""]
    - name: Part-of-Speech Tagging
      entities: [""Document"", ""A"", ""Discriminatively"", ""Learned"", ""CNN"", ""Embedding"", ""for"", ""Person"", ""Re-identification""]
    - name: Dependency Parsing
      entities: []
    - name: Sentiment Analysis
      entities: []
    - name: Named Entity Extraction
      entities: [""Person Re-identification""]"
193b518bc3025804c6d587c74cbc154d91478417,document : Learning to Adapt Structured Output Space for Semantic Segmentation,1,"['Task', 'Method']",document : Learning to Adapt Structured Output Space for Semantic Segmentation,{'Task': ['Semantic Segmentation']},"Based on the given document title, it can be inferred that the tasks mentioned in the document are related to ""Learning to Adapt Structured Output Space for Semantic Segmentation"". Here is the Python dictionary representation of the task entities:

```python
{'task': ['Learning to Adapt', 'Structured Output Space', 'Semantic Segmentation']}
```

So, the output would look like this:

```python
{'task': ['Learning to Adapt', 'Structured Output Space', 'Semantic Segmentation']}
```","tasks:
- name: Learning to Adapt Structured Output Space
  type: Research

tasks:
- name: Semantic Segmentation
  type: Computer Vision Task"
1d0dcb458aa4d30b51f7c74b159be687f39120a0,document : Pose - driven Deep Convolutional Model for Person Re - identification,1,"['Task', 'Method']",document : Pose - driven Deep Convolutional Model for Person Re - identification,{'Task': ['Person Re - identification']},"Based on the given document title, the following entities reflecting the tasks can be identified:

```python
{'task': ['Person Re-identification', 'Deep Convolutional Model', 'Pose-driven']}
```

So the output will be:

```python
{'task': ['Person Re-identification', 'Deep Convolutional Model', 'Pose-driven']}
```","task:
  - name: Person Re-identification
    type: Object
    sub_tasks:
      - name: Deep Convolutional Model
        type: Method
      - name: Pose-driven
        type: Method
      - name: Model for Person Re-identification
        type: Object"
1f08598381af9146d0fd9a61b30d0e51a7331689,document : Distributed Prioritized Experience Replay,1,"['Task', 'Method']",document : Distributed Prioritized Experience Replay,{'Task': ['Distributed Prioritized Experience Replay']},"Based on the given document title ""Distributed Prioritized Experience Replay"", there is no explicit mention of specific tasks. However, I can infer that the document might be related to machine learning or deep learning tasks, specifically related to Experience Replay and Distributed Computing. Here's the Python dictionary representation:

```python
{'task': ['Experience Replay', 'Distributed Computing']}
```

Please note that this is an educated guess based on the document title, and the actual tasks might vary depending on the content of the document.","task:
  - name: Distributed Prioritized Experience Replay
    description: Unknown
    type: Research
    sub_tasks: []"
2138a7127429d67746ec78de46d6820fee0e548e,document : Graph2Seq : Graph to Sequence Learning with Attention - Based Neural Networks,1,"['Task', 'Method']",document : Graph2Seq : Graph to Sequence Learning with Attention - Based Neural Networks,{'Task': ['Graph to Sequence Learning']},"{'task': ['Graph to Sequence Learning', 'Learning with Attention', 'Neural Networks']}

This dictionary indicates that the tasks mentioned in the document are ""Graph to Sequence Learning"", ""Learning with Attention"", and ""Neural Networks"".","task:
  - name: Graph to Sequence Learning
  - name: Using Attention-Based Neural Networks"
21a1654b856cf0c64e60e58258669b374cb05539,"document : You Only Look Once : Unified , Real - Time Object Detection",1,"['Task', 'Method']","document : You Only Look Once : Unified , Real - Time Object Detection",{'Task': ['Real - Time Object Detection']},"Based on the given document title, the following entities reflecting the tasks can be identified:

```python
{'task': ['Unified Object Detection', 'Real-Time Object Detection']}
```

So the output will be:

```python
{'task': ['Unified Object Detection', 'Real-Time Object Detection']}
```","task:
  - name: Object Detection
    type: task
  - name: Unified Detection
    type: subtask
  - name: Real-Time Detection
    type: subtask"
232b43584b2236669c0a53702ad89ab10c3886ea,"In this work , we build on recent advances in distributional reinforcement learning to give a generally applicable , flexible , and state - of - the - art distributional variant of DQN .",1,"['Task', 'Method']","In this work , we build on recent advances in distributional reinforcement learning to give a generally applicable , flexible , and state - of - the - art distributional variant of DQN .",{'Task': []},"Based on the context provided in the document, there is no explicit mention of specific tasks or entities related to tasks. The text discusses the development of a distributional variant of Deep Q-Network (DQN) using distributional reinforce learning. Therefore, the output will be an empty list as there are no task entities identified in the document.

{'task': []}","task:
  - name: Building on recent advances in distributional reinforce learning
  - name: Developing a generally applicable distributional variant of DQN
  - name: Creating a flexible distributional variant of DQN
  - name: Designing a state-of-the-art distributional variant of DQN (Distributional DQN)"
23d2d3a6ffebfecaa8930307fdcf451c147757c8,document : SeqGAN : Sequence Generative Adversarial Nets with Policy Gradient,1,"['Task', 'Method']",document : SeqGAN : Sequence Generative Adversarial Nets with Policy Gradient,{'Task': []},"Based on the given document, the following tasks can be identified:
- Sequence Generation
- Adversarial Training
- Policy Gradient

Here's the Python dictionary output:
```python
{'task': ['Sequence Generation', 'Adversarial Training', 'Policy Gradient']}
```","task:
  - name: Sequence Generative Adversarial Nets
    type: Sequence Generation
  - name: Policy Gradient
    type: Reinforcement Learning"
24730424236724d3f798dec02901e7a1f1c4710e,Joint Maximum Purity Forest with Application to Image Super - Resolution,1,"['Task', 'Method']",Joint Maximum Purity Forest with Application to Image Super - Resolution,{'Task': ['Image Super - Resolution']},"Based on the given document title, the following tasks can be identified:

1. Joint Maximum Purity Forest
2. Application
3. Image Super-Resolution

Python dictionary output:

```python
{'task': ['Joint Maximum Purity Forest', 'Application', 'Image Super-Resolution']}
```","task:
  - name: Joint Maximum Purity Forest
    type: ResearchProject
  - name: Application to Image Super-Resolution
    type: Application
    sub_task:
      - name: Image Super-Resolution
        type: ComputerVisionTask"
249b3b7421d3cdb932eecfe4b67203e0e46806b2,document : Cell - aware Stacked LSTMs for Modeling Sentences,1,"['Task', 'Method']",document : Cell - aware Stacked LSTMs for Modeling Sentences,{'Task': ['Modeling Sentences']},"Based on the given document title, there are two potential tasks that can be identified:
1. Modeling Sentences
2. Implementing Cell-aware Stacked LSTMs

Here's the Python dictionary representation of the extracted tasks:

```python
{'task': ['Modeling Sentences', 'Implementing Cell-aware Stacked LSTMs']}
```","task:
  - name: Document Classification
  - name: Topic Modeling
  - name: Sentence Modeling
  - name: Named Entity Recognition
  - name: Part-of-Speech Tagging
  - name: Dependency Parsing
  - name: Model Training
  - name: Model Evaluation
  - name: Model Deployment
  - name: Text Preprocessing
  - name: Data Preparation
  - name: Feature Extraction
  - name: Hyperparameter Tuning
  - name: Cell Selection
  - name: LSTM Modeling
  - name: Stack Modeling
  - name: Stacked LSTM Training
  - name: Stacked LSTM Evaluation"
25a784f7f8c94c42821ee078587fc38dffcd00a4,document : Robust Face Detection via Learning Small Faces on Hard Images,1,"['Task', 'Method']",document : Robust Face Detection via Learning Small Faces on Hard Images,"{'Task': ['Learning Small Faces', 'Robust Face Detection']}","{'task': ['Robust Face Detection', 'Learning Small Faces', 'Hard Images']}","task:
  - name: Face Detection
    description: Robust Face Detection
  - name: Learning
    description: Learning techniques for face detection
  - name: Small Faces
    description: Detection of small faces
  - name: Hard Images
    description: Face detection on challenging images"
25f5df29342a04936ba0d308b4d1b8245a7e8f5c,Convolutional Pose Machines,1,"['Task', 'Method']",Convolutional Pose Machines,{'Task': []},"Based on the given document title ""Convolutional Pose Machines"", there isn't any explicit mention of tasks in the title. However, I can provide some common tasks related to Convolutional Neural Networks (CNNs) and Pose Machines that can be inferred from the title:

```python
{'task': ['Detection of Human Pose', 'Recognition of Human Pose', 'Learning Human Pose using Convolutional Neural Networks']}
```

These tasks are commonly associated with Convolutional Pose Machines, which aim to detect and recognize human poses using CNNs.","task:
  - name: Developing Convolutional Pose Machines
    description: Research and implementation of Convolutional Pose Machines for human pose estimation."
269730dbbabed8b8b5ba720e44a4c31b1f51e8f1,Published as a conference paper at ICLR 2017 QUERY - REDUCTION NETWORKS FOR QUESTION ANSWERING,1,"['Task', 'Method']",Published as a conference paper at ICLR 2017 QUERY - REDUCTION NETWORKS FOR QUESTION ANSWERING,{'Task': ['QUESTION ANSWERING']},{'task': ['QUERY-REDUCTION NETWORKS FOR QUESTION ANSWERING']},"task:
  - name: ""Published as a conference paper""
    type: ""Publication""
  - name: ""ICLR 2017""
    type: ""Conference""
  - name: ""QUERY - REDUCTION NETWORKS""
    type: ""Research Topic""
  - name: ""FOR QUESTION ANSWERING""
    type: ""Application"""
270e65acc071b9e4e2a632720130c0e10cb6fa08,document : Neural Tree Indexers for Text Understanding,1,"['Task', 'Method']",document : Neural Tree Indexers for Text Understanding,{'Task': ['Text Understanding']},"I'm unable to extract any task entities from the given document title as it only mentions the topic of the document which is ""Neural Tree Indexers for Text Understanding"". To extract task entities, I would need to analyze the content of the document itself, not just the title.","task:
  - text_understanding: Neural Tree Indexers
  - indexing: Neural Tree Indexers
  - information_retrieval: Neural Tree Indexers for Text Understanding
  - natural_language_processing: Neural Tree Indexers for Text Understanding
  - machine_learning: Development of Neural Tree Indexers for Text Understanding
  - research: Neural Tree Indexers for Text Understanding
  - development: Development of Neural Tree Indexers for Text Understanding
  - implementation: Neural Tree Indexers for Text Understanding
  - text_mining: Application of Neural Tree Indexers in Text Mining
  - information_extraction: Application of Neural Tree Indexers in Information Extraction
  - question_answering: Application of Neural Tree Indexers in Question Answering Systems"
