context,question,answer,input_data,raw_zs_free_form_result,zs_free_form_result,raw_zs_bolding_result,zs_bolding_result,raw_zs_italicizing_result,zs_italicizing_result,raw_zs_brackets_result,zs_brackets_result,raw_zs_parenthesis_result,zs_parenthesis_result,raw_zs_placeholder_result,zs_placeholder_result,raw_zs_quoting_result,zs_quoting_result
enchanted-wreath,"the walk took some time , for it was very dark , and her shoes often stuck in the mud , but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant . at last , with her dress torn by brambles that she could not see , and her fact scratched by the twigs on the trees , she reached the spot where she and her father had been cutting in the morning , and found the axe in the place he had left it . to her surprise , three little doves were sitting on the handle , all of them looking very sad .",very sad .,how did the three little doves look when the man's daughter saw them on the axe ?,GEM-FairytaleQA-test-849,how did the three little doves look when the man's daughter saw them on the axe ?,"[""how did the three little doves look when the man's daughter saw them on the axe ?""]",local,character,explicit,"Content: the walk took some time , for it was very dark , and her shoes often stuck in the mud , but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant . at last , with her dress torn by brambles that she could not see , and her fact scratched by the twigs on the trees , she reached the spot where she and her father had been cutting in the morning , and found the axe in the place he had left it . to her surprise , three little doves were sitting on the handle , all of them looking very sad .

Question: how did the three little doves look when the man's daughter saw them on the axe ?",The three little doves looked very sad when the man's daughter saw them on the axe. <ANSWER> </ANSWER>,,**The three little doves looked very sad.**,T,*very sad*,v,The three little doves looked very sad. [[very sad]],v,The three little doves looked very sad. ((sad)),s,So the answer is: they were looking very sad.,t,"""""""""very sad""""""""",""""
the-enchanted-deer,"the third sister was very kind , but had no counsel to give him , so he ate and drank and waited till her son came home , after he had sent all the birds to sleep . he thought a long while after his mother had told him the young man 's story , and at last he said that he was hungry , and the cow must be killed , as he wanted some supper . so the cow was killed and the meat cooked , and a bag made of its red skin . ' now get into the bag , ' bade the son , and the young man got in and took his gun with him , but the dog and the falcon he left outside . the keeper of the birds drew the string at the top of the bag , and left it to finish his supper , when in flew an eagle through the open door , and picked the bag up in her claws and carried it through the air to an island . there was nothing to eat on the island , and the fisher 's son thought he would die of food , when he remembered the box that the lady had put in his pocket . he opened the lid , and three tiny little birds flew out , and flapping their wings they asked , ' good master , is there anything we can do for thee ? '","in flew an eagle through the open door , and picked the bag up in her claws and carried it through the air to an island .",what happened after the son left the bag to finish his supper ?,GEM-FairytaleQA-test-813,what happened after the son left the bag to finish his supper ?,['what happened after the son left the bag to finish his supper ?'],local,outcome resolution,explicit,"Content: the third sister was very kind , but had no counsel to give him , so he ate and drank and waited till her son came home , after he had sent all the birds to sleep . he thought a long while after his mother had told him the young man 's story , and at last he said that he was hungry , and the cow must be killed , as he wanted some supper . so the cow was killed and the meat cooked , and a bag made of its red skin . ' now get into the bag , ' bade the son , and the young man got in and took his gun with him , but the dog and the falcon he left outside . the keeper of the birds drew the string at the top of the bag , and left it to finish his supper , when in flew an eagle through the open door , and picked the bag up in her claws and carried it through the air to an island . there was nothing to eat on the island , and the fisher 's son thought he would die of food , when he remembered the box that the lady had put in his pocket . he opened the lid , and three tiny little birds flew out , and flapping their wings they asked , ' good master , is there anything we can do for thee ? '

Question: what happened after the son left the bag to finish his supper ?","<ANSWER> An eagle flew through the open door, picked up the bag in her claws, and carried it through the air to an island. </ANSWER>",A,"**In flew an eagle through the open door, picked up the bag in her claws, and carried it through the air to an island.**",I,"*In flew an eagle through the open door, picked up the bag in her claws, and carried it through the air to an island.*",I,"[[In flew an eagle through the open door, picked up the bag in her claws, and carried it through the air to an island.]]",I,"((An eagle flew through the open door, picked up the bag in her claws, and carried it through the air to an island.))",A,"So the answer is: an eagle flew through the open door, picked up the bag, and carried it through the air to an island.",a,"""""The bag was picked up by an eagle and carried through the air to an island.""""",
happy-hunter-skillful-fisher,"here he found , instead of the queer basket on which he had come to the realm of ryn gu , a large crocodile waiting for him . never had he seen such a huge creature . it measured eight fathoms in length from the tip of its tail to the end of its long mouth . the sea king had ordered the monster to carry the happy hunter back to japan . like the wonderful basket which shiwozuchino okina had made , it could travel faster than any steamboat , and in this strange way , riding on the back of a crocodile , the happy hunter returned to his own land .",the sea king .,who ordered the monster to carry the happy hunter back ?,GEM-FairytaleQA-test-963,who ordered the monster to carry the happy hunter back ?,['who ordered the monster to carry the happy hunter back ?'],local,character,explicit,"Content: here he found , instead of the queer basket on which he had come to the realm of ryn gu , a large crocodile waiting for him . never had he seen such a huge creature . it measured eight fathoms in length from the tip of its tail to the end of its long mouth . the sea king had ordered the monster to carry the happy hunter back to japan . like the wonderful basket which shiwozuchino okina had made , it could travel faster than any steamboat , and in this strange way , riding on the back of a crocodile , the happy hunter returned to his own land .

Question: who ordered the monster to carry the happy hunter back ?",<ANSWER>The sea king ordered the monster to carry the happy hunter back.</ANSWER>,T,**The sea king ordered the monster to carry the happy hunter back.**,T,*the sea king*,t,"The sea king ordered the monster to carry the happy hunter back. 
[[the sea king]]",t,((The sea king)),T,So the answer is: the sea king,t,"""The sea king had ordered the monster to carry the happy hunter back to Japan.""",
the-dwarfie-stone,"countess fraukirk ... hidden behind a curtain ... overheard every word . ] next day a boat went speeding over the narrow channel of water that separates pomona ( on the mainland ) from hoy . in it sat a woman , but who she was , or what she was like , no one could say , for she was covered from head to foot with a black cloak , and her face was hidden behind a thick , dark veil . snorro the dwarf knew her , even before she laid aside her trappings , for countess fraukirk was no stranger to him . in the course of her long life she had often had occasion to seek his aid to help her in her evil deeds , and she had always paid him well for his services in yellow gold . he therefore welcomed her gladly ; but when he had heard the nature of her errand his smiling face grew grave again , and he shook his head . "" i have served thee well , lady , in the past , "" he said , "" but methinks that this thing goeth beyond my courage . for to compass an earl 's death is a weighty matter , especially when he is so well beloved as is the earl paul . "" "" thou knowest why i have taken up my abode in this lonely spot -- how i hope some day to light upon the magic carbuncle . thou knowest also how the people fear me , and hate me too , forsooth . and if the young earl died , and suspicion fell on me , i must needs fly the island , for my life would not be worth a grain of sand . then my chance of success would be gone . nay ! i can not do it , lady ; i can not do it . """,seek his aid to help her in her evil deeds .,why did countess fraukirk often meet with snorro the dwarf ?,GEM-FairytaleQA-test-224,why did countess fraukirk often meet with snorro the dwarf ?,['why did countess fraukirk often meet with snorro the dwarf ?'],local,causal relationship,explicit,"Content: countess fraukirk ... hidden behind a curtain ... overheard every word . ] next day a boat went speeding over the narrow channel of water that separates pomona ( on the mainland ) from hoy . in it sat a woman , but who she was , or what she was like , no one could say , for she was covered from head to foot with a black cloak , and her face was hidden behind a thick , dark veil . snorro the dwarf knew her , even before she laid aside her trappings , for countess fraukirk was no stranger to him . in the course of her long life she had often had occasion to seek his aid to help her in her evil deeds , and she had always paid him well for his services in yellow gold . he therefore welcomed her gladly ; but when he had heard the nature of her errand his smiling face grew grave again , and he shook his head . "" i have served thee well , lady , in the past , "" he said , "" but methinks that this thing goeth beyond my courage . for to compass an earl 's death is a weighty matter , especially when he is so well beloved as is the earl paul . "" "" thou knowest why i have taken up my abode in this lonely spot -- how i hope some day to light upon the magic carbuncle . thou knowest also how the people fear me , and hate me too , forsooth . and if the young earl died , and suspicion fell on me , i must needs fly the island , for my life would not be worth a grain of sand . then my chance of success would be gone . nay ! i can not do it , lady ; i can not do it . ""

Question: why did countess fraukirk often meet with snorro the dwarf ?",<ANSWER>Countess fraukirk often met with Snorro the dwarf to seek his aid in her evil deeds and had always paid him well for his services in yellow gold.</ANSWER>,C,"**To seek his aid to help her in her evil deeds, and she had always paid him well for his services in yellow gold.**",T,*To seek his aid in her evil deeds.*,T,"[[Countess Fraukirk often met with Snorro the dwarf to seek his aid in her evil deeds, and she always paid him well for his services in yellow gold.]]",C,((To seek aid for her evil deeds and pay him in yellow gold)),T,So the answer is: Countess Fraukirk often met with Snorro the dwarf to seek his aid for her evil deeds and always paid him well for his services in yellow gold.,C,"""I have served thee well , lady , in the past , "" he said , "" but methinks that this thing goeth beyond my courage . for to compass an earl 's death is a weighty matter , especially when he is so well beloved as is the earl paul . "" "" thou knowest why i have taken up my abode in this lonely spot -- how i hope some day to light upon the magic carbuncle . thou knowest also how the people fear me , and hate me too , forsooth . and if the young earl died , and suspicion fell on me , i must needs fly the island , for my life would not be worth a grain of sand . then my chance of success would be gone . nay ! i can not do it , lady ; i can not do it . """,
happy-hunter-skillful-fisher,"so the matter was settled by this talk , and the two brothers each started out to try the other 's occupation , little dreaming of all that would happen . it was very unwise of them , for the happy hunter knew nothing of fishing , and the skillful fisher , who was bad tempered , knew as much about hunting .",he wo n't catch any fish .,what will happen when the happy hunter tries to fish ?,GEM-FairytaleQA-test-881,what will happen when the happy hunter tries to fish ?,['what will happen when the happy hunter tries to fish ?'],local,prediction,implicit,"Content: so the matter was settled by this talk , and the two brothers each started out to try the other 's occupation , little dreaming of all that would happen . it was very unwise of them , for the happy hunter knew nothing of fishing , and the skillful fisher , who was bad tempered , knew as much about hunting .

Question: what will happen when the happy hunter tries to fish ?",He will likely struggle and not be very successful at fishing. <ANSWER>He will likely struggle and not be very successful at fishing.</ANSWER>,H,**The happy hunter will not succeed when he tries to fish.**,T,*The happy hunter will struggle and likely have difficulty with fishing.*,T,He will not be successful. [[He will not be successful.]],H,The happy hunter will not have success when trying to fish. ((He will struggle and likely fail.)),H,So the answer is: he will not be successful at fishing.,h,"""He will likely struggle and encounter difficulty as he knows nothing about fishing.""",
golden-goose,"then dullhead fell to at once to hew down the tree , and when it fell he found amongst its roots a goose , whose feathers were all of pure gold . he lifted it out , carried it off , and took it with him to an inn where he meant to spend the night . now the landlord of the inn had three daughters , and when they saw the goose they were filled with curiosity as to what this wonderful bird could be , and each longed to have one of its golden feathers . the eldest thought to herself : ' no doubt i shall soon find a good opportunity to pluck out one of its feathers , ' and the first time dullhead happened to leave the room she caught hold of the goose by its wing . but , lo and behold ! her fingers seemed to stick fast to the goose , and she could not take her hand away . soon after the second daughter came in , and thought to pluck a golden feather for herself too ; but hardly had she touched her sister than she stuck fast as well . at last the third sister came with the same intentions , but the other two cried out : ' keep off ! for heaven 's sake , keep off ! ' the younger sister could not imagine why she was to keep off , and thought to herself : ' if they are both there , why should not i be there too ? ' so she sprang to them ; but no sooner had she touched one of them than she stuck fast to her . so they all three had to spend the night with the goose . ",they were all stuck to the goose .,why did all three daughters have to spend the night with the goose ?,GEM-FairytaleQA-test-685,why did all three daughters have to spend the night with the goose ?,['why did all three daughters have to spend the night with the goose ?'],summary,causal relationship,implicit,"Content: then dullhead fell to at once to hew down the tree , and when it fell he found amongst its roots a goose , whose feathers were all of pure gold . he lifted it out , carried it off , and took it with him to an inn where he meant to spend the night . now the landlord of the inn had three daughters , and when they saw the goose they were filled with curiosity as to what this wonderful bird could be , and each longed to have one of its golden feathers . the eldest thought to herself : ' no doubt i shall soon find a good opportunity to pluck out one of its feathers , ' and the first time dullhead happened to leave the room she caught hold of the goose by its wing . but , lo and behold ! her fingers seemed to stick fast to the goose , and she could not take her hand away . soon after the second daughter came in , and thought to pluck a golden feather for herself too ; but hardly had she touched her sister than she stuck fast as well . at last the third sister came with the same intentions , but the other two cried out : ' keep off ! for heaven 's sake , keep off ! ' the younger sister could not imagine why she was to keep off , and thought to herself : ' if they are both there , why should not i be there too ? ' so she sprang to them ; but no sooner had she touched one of them than she stuck fast to her . so they all three had to spend the night with the goose . 

Question: why did all three daughters have to spend the night with the goose ?",<ANSWER> Because each daughter tried to pluck a golden feather from the goose and became stuck to it when they touched it. </ANSWER>,B,**Because each sister got stuck to the goose when they tried to pluck one of its golden feathers.**,B,*Because their fingers got stuck to the goose when they tried to pluck its feathers.*,B,[[The daughters all got stuck to the goose after trying to pluck its golden feathers.]],T,"((Because each sister tried to pluck a golden feather from the goose and got stuck to it, they all ended up spending the night with the goose.))",B,So the answer is: because they all got stuck to the goose when they tried to pluck its golden feathers.,b,"""""""All three daughters had to spend the night with the goose because they each became stuck to the goose when they tried to pluck one of its golden feathers.""""""",A
alleleiraugh-or-the-many-furred-creature,"the king danced again with the beautiful maiden , and thought she had never looked so beautiful . and while he was dancing , he put a gold ring on her finger without her seeing it , and he commanded that the dance should last longer than usual . when it was finished he wanted to keep her hands in his , but she broke from him , and sprang so quickly away among the people that she vanished from his sight . she ran as fast as she could to her little room under the stairs , but because she had stayed too long beyond the half - hour , she could not stop to take off the beautiful dress , but only threw the fur cloak over it , and in her haste she did not make herself quite black with the soot , one finger remaining white . the many - furred creature now ran into the kitchen , cooked the king 's bread - soup , and when the cook had gone , she laid the gold reel in the dish . when the king found the reel at the bottom , he had the many - furred creature brought to him , and then he saw the white finger , and the ring which he had put on her hand in the dance . then he took her hand and held her tightly , and as she was trying to get away , she undid the fur - cloak a little bit and the star - dress shone out . the king seized the cloak and tore it off her . her golden hair came down , and she stood there in her full splendour , and could not hide herself away any more . and when the soot and ashes had been washed from her face , she looked more beautiful than anyone in the world . but the king said , ' you are my dear bride , and we will never be separated from one another . ' so the wedding was celebrated and they lived happily ever after . ",to figure out who she was .,why did the king put a gold ring on the maiden's finger ?,GEM-FairytaleQA-test-120,why did the king put a gold ring on the maiden's finger ?,"[""why did the king put a gold ring on the maiden's finger ?""]",summary,causal relationship,implicit,"Content: the king danced again with the beautiful maiden , and thought she had never looked so beautiful . and while he was dancing , he put a gold ring on her finger without her seeing it , and he commanded that the dance should last longer than usual . when it was finished he wanted to keep her hands in his , but she broke from him , and sprang so quickly away among the people that she vanished from his sight . she ran as fast as she could to her little room under the stairs , but because she had stayed too long beyond the half - hour , she could not stop to take off the beautiful dress , but only threw the fur cloak over it , and in her haste she did not make herself quite black with the soot , one finger remaining white . the many - furred creature now ran into the kitchen , cooked the king 's bread - soup , and when the cook had gone , she laid the gold reel in the dish . when the king found the reel at the bottom , he had the many - furred creature brought to him , and then he saw the white finger , and the ring which he had put on her hand in the dance . then he took her hand and held her tightly , and as she was trying to get away , she undid the fur - cloak a little bit and the star - dress shone out . the king seized the cloak and tore it off her . her golden hair came down , and she stood there in her full splendour , and could not hide herself away any more . and when the soot and ashes had been washed from her face , she looked more beautiful than anyone in the world . but the king said , ' you are my dear bride , and we will never be separated from one another . ' so the wedding was celebrated and they lived happily ever after . 

Question: why did the king put a gold ring on the maiden's finger ?",<ANSWER> Because he wanted to mark her as his chosen bride. </ANSWER>,B,**Because he wanted to show his affection and commitment to her during the dance.**,B,*To mark her as his chosen bride*,T,[[As a symbol of his affection and to mark her as his chosen bride.]],A,The king put a gold ring on the maiden's finger as a symbol of his affection and desire for her. ((To express his love and commitment.)),T,So the answer is: because he wanted to mark her as his chosen partner in the dance.,b,"""""""The king put a gold ring on the maiden's finger because he wanted to mark her as his bride.""""""
",T
hat-of-huldres,"the man was invisible , for what he had found was a huldre hat . "" what are you talking about ? ca n't you see me ? have you lost your wits ? "" asked the man . "" there is an old hair strainer for you . i found it outside on the ground , "" said he , and he threw it on the bench . and then his wife saw him ; but at the same moment the hat of the huldres disappeared , for he should only have loaned it , not given it away . now the man saw how everything had come about , and went back to the wedding - feast . and this time he was received in right friendly fashion , and was asked to drink , and to seat himself at the table .",he had found a huldre hat .,what made the cottager invisible ?,GEM-FairytaleQA-test-596,what made the cottager invisible ?,['what made the cottager invisible ?'],local,causal relationship,explicit,"Content: the man was invisible , for what he had found was a huldre hat . "" what are you talking about ? ca n't you see me ? have you lost your wits ? "" asked the man . "" there is an old hair strainer for you . i found it outside on the ground , "" said he , and he threw it on the bench . and then his wife saw him ; but at the same moment the hat of the huldres disappeared , for he should only have loaned it , not given it away . now the man saw how everything had come about , and went back to the wedding - feast . and this time he was received in right friendly fashion , and was asked to drink , and to seat himself at the table .

Question: what made the cottager invisible ?",<ANSWER>The huldre hat made the cottager invisible.</ANSWER>,T,**the huldre hat**,t,*the huldre hat*,t,"The huldre hat made the cottager invisible.
[[huldre hat]]",h,He found a huldre hat. ((He found a huldre hat.)),H,So the answer is: he found a huldre hat.,h,"""The man found a huldre hat, which made him invisible.""",
the-sea-king-gift,"' what can that be ? ' said the old woman , as she peeped out of the door . ' it looks like a big seal , ' said matte . ' as sure as i live , it 's a cow ! ' exclaimed maie . and certainly it was a cow , a fine red cow , fat and flourishing , and looking as if it had been fed all its days on spinach . it wandered peacefully up and down the shore , and never so much as even looked at the poor little tufts of grass , as if it despised such fare . matte could not believe his eyes . but a cow she seemed , and a cow she was found to be ; and when the old woman began to milk her , every pitcher and pan , even to the baler , was soon filled with the most delicious milk . the old man troubled his head in vain as to how she came there , and sallied forth to seek for his lost net . he had not proceeded far when he found it cast up on the shore , and so full of fish that not a mesh was visible .",excited .,how did maie feel after she saw the cow ?,GEM-FairytaleQA-test-493,how did maie feel after she saw the cow ?,['how did maie feel after she saw the cow ?'],local,feeling,implicit,"Content: ' what can that be ? ' said the old woman , as she peeped out of the door . ' it looks like a big seal , ' said matte . ' as sure as i live , it 's a cow ! ' exclaimed maie . and certainly it was a cow , a fine red cow , fat and flourishing , and looking as if it had been fed all its days on spinach . it wandered peacefully up and down the shore , and never so much as even looked at the poor little tufts of grass , as if it despised such fare . matte could not believe his eyes . but a cow she seemed , and a cow she was found to be ; and when the old woman began to milk her , every pitcher and pan , even to the baler , was soon filled with the most delicious milk . the old man troubled his head in vain as to how she came there , and sallied forth to seek for his lost net . he had not proceeded far when he found it cast up on the shore , and so full of fish that not a mesh was visible .

Question: how did maie feel after she saw the cow ?","<ANSWER> Maie exclaimed, ""as sure as I live, it's a cow!"" </ANSWER>",M,"**Maie exclaimed, ""as sure as I live, it's a cow!""**",M,*exclaimed*,e,"Maie felt surprised and exclaimed, ""as sure as I live, it's a cow!""[[ice9l]].",i,"Maie felt surprised and exclaimed, ""as sure as i live, it's a cow!"" ((Surprised))",S,So the answer is: Maie exclaimed that it was a cow and seemed excited.,M,"""""exclaimed maie. and certainly it was a cow, a fine red cow, fat and flourishing...""""""",
happy-hunter-skillful-fisher,"the cuttlefish now came forward , and said to the king : "" what i said was right . you see the hook still sticks in the tai 's throat . i hope to be able to pull it out in the presence of the mikoto , and then we can return it to him safely ! "" "" o please make haste and pull it out ! "" cried the tai , pitifully , for he felt the pains in his throat coming on again ; "" i do so want to return the hook to the mikoto . "" "" all right , tai san , "" said his friend the cuttlefish , and then opening the tai 's mouth as wide as he could and putting one of his feelers down the tai 's throat , he quickly and easily drew the hook out of the sufferer 's large mouth . he then washed it and brought it to the king .",the cuttlefish .,who retrieved the hook from the tai's mouth ?,GEM-FairytaleQA-test-948,who retrieved the hook from the tai's mouth ?,"[""who retrieved the hook from the tai's mouth ?""]",local,character,explicit,"Content: the cuttlefish now came forward , and said to the king : "" what i said was right . you see the hook still sticks in the tai 's throat . i hope to be able to pull it out in the presence of the mikoto , and then we can return it to him safely ! "" "" o please make haste and pull it out ! "" cried the tai , pitifully , for he felt the pains in his throat coming on again ; "" i do so want to return the hook to the mikoto . "" "" all right , tai san , "" said his friend the cuttlefish , and then opening the tai 's mouth as wide as he could and putting one of his feelers down the tai 's throat , he quickly and easily drew the hook out of the sufferer 's large mouth . he then washed it and brought it to the king .

Question: who retrieved the hook from the tai's mouth ?",<ANSWER>The cuttlefish</ANSWER>,T,**The cuttlefish**,T,*The cuttlefish*,T,[[The cuttlefish]],T,((The cuttlefish)),T,So the answer is: the cuttlefish,t,"""""""The cuttlefish""""""",T
happy-hunter-skillful-fisher,"nothing would appease the anger of the skillful fisher , for he had a bad disposition , and had always hated his brother because of his virtues , and now with the excuse of the lost fishing hook he planned to kill him and to usurp his place as ruler of japan . the happy hunter knew all this full well , but he could say nothing , for being the younger he owed his elder brother obedience ; so he returned to the seashore and once more began to look for the missing hook . he was much cast down , for he had lost all hope of ever finding his brother 's hook now . while he stood on the beach , lost in perplexity and wondering what he had best do next , an old man suddenly appeared carrying a stick in his hand . the happy hunter afterwards remembered that he did not see from whence the old man came , neither did he know how he was there - he happened to look up and saw the old man coming towards him .",an old man .,who did the happy hunter see on the beach ?,GEM-FairytaleQA-test-896,who did the happy hunter see on the beach ?,['who did the happy hunter see on the beach ?'],local,character,explicit,"Content: nothing would appease the anger of the skillful fisher , for he had a bad disposition , and had always hated his brother because of his virtues , and now with the excuse of the lost fishing hook he planned to kill him and to usurp his place as ruler of japan . the happy hunter knew all this full well , but he could say nothing , for being the younger he owed his elder brother obedience ; so he returned to the seashore and once more began to look for the missing hook . he was much cast down , for he had lost all hope of ever finding his brother 's hook now . while he stood on the beach , lost in perplexity and wondering what he had best do next , an old man suddenly appeared carrying a stick in his hand . the happy hunter afterwards remembered that he did not see from whence the old man came , neither did he know how he was there - he happened to look up and saw the old man coming towards him .

Question: who did the happy hunter see on the beach ?",<ANSWER>An old man</ANSWER>,A,**an old man**,a,*an old man*,a,[[an old man]],a,((The old man)),T,So the answer is: an old man,a,"""The old man carrying a stick.""",
happy-hunter-skillful-fisher,"the younger princess left her sister to take charge of the happy hunter , and going faster than they , she reached the sea king 's palace first , and running quickly to her father 's room , she told him of all that had happened to them at the gate , and that her sister was even now bringing the augustness to him . the dragon king of the sea was much surprised at the news , for it was but seldom , perhaps only once in several hundred years , that the sea king 's palace was visited by mortals .",it was seldom that the sea king 's palace was visited by mortals .,why was the dragon king surprised at the news ?,GEM-FairytaleQA-test-933,why was the dragon king surprised at the news ?,['why was the dragon king surprised at the news ?'],local,causal relationship,explicit,"Content: the younger princess left her sister to take charge of the happy hunter , and going faster than they , she reached the sea king 's palace first , and running quickly to her father 's room , she told him of all that had happened to them at the gate , and that her sister was even now bringing the augustness to him . the dragon king of the sea was much surprised at the news , for it was but seldom , perhaps only once in several hundred years , that the sea king 's palace was visited by mortals .

Question: why was the dragon king surprised at the news ?",The dragon king was surprised at the news because it was rare for the sea king's palace to be visited by mortals. <ANSWER>It was rare for the sea king's palace to be visited by mortals.</ANSWER>,I,**It was rare for the sea king's palace to be visited by mortals.**,I,*It was rare for the sea king's palace to be visited by mortals.*,I,"The dragon king was surprised at the news because it was unusual for the sea king's palace to be visited by mortals. [[It was but seldom, perhaps only once in several hundred years, that the sea king's palace was visited by mortals.]]",I,The dragon king was surprised at the news because it was rare for the sea king's palace to be visited by mortals. ((It was rare for the sea king's palace to be visited by mortals.)),I,"So the answer is: it was but seldom, perhaps only once in several hundred years, that the sea king's palace was visited by mortals.",i,"""""""The sea king's palace was seldom visited by mortals, perhaps only once in several hundred years.""""""",T
how-an-old-man-lost-his-wen,"the sun had long set , and the young moon had risen like a silver crescent in the sky . the old man suddenly realized how late it was and began to hurry home . he patted his right cheek all the time , as if to make sure of his good fortune in having lost the wen . he was so happy that he found it impossible to walk quietly -- he ran and danced the whole way home .",hurry home .,what did the man do when he realized how late it was ?,GEM-FairytaleQA-test-159,what did the man do when he realized how late it was ?,['what did the man do when he realized how late it was ?'],local,action,explicit,"Content: the sun had long set , and the young moon had risen like a silver crescent in the sky . the old man suddenly realized how late it was and began to hurry home . he patted his right cheek all the time , as if to make sure of his good fortune in having lost the wen . he was so happy that he found it impossible to walk quietly -- he ran and danced the whole way home .

Question: what did the man do when he realized how late it was ?",<ANSWER>The man began to hurry home.</ANSWER>,T,**He began to hurry home.**,H,*He began to hurry home.*,H,[[The man began to hurry home.]],T,((He began to hurry home.)),H,So the answer is: he began to hurry home.,h,```He began to hurry home.```,
how-molo-stole-the-lovely-rose-red,"said molo : "" when she stretched out three fingers , it meant that she is quartered in the third court of the palace . when she turned round her hand three times , it meant the sum of three times five fingers , which is fifteen . when she pointed at the little mirror , she meant to say that on the fifteenth , when the moon is round as a mirror , at midnight , you are to go for her . "" then the young man was roused from his confused thoughts , and was so happy he could hardly control himself . but soon he grew sad again and said : "" the prince 's palace is shut off as though by an ocean . how would it be possible to win into it ? """,he thought that it would not be possible to go into the prince 's palace to meet rose - red .,why did tsui grow sad again ?,GEM-FairytaleQA-test-755,why did tsui grow sad again ?,['why did tsui grow sad again ?'],local,causal relationship,implicit,"Content: said molo : "" when she stretched out three fingers , it meant that she is quartered in the third court of the palace . when she turned round her hand three times , it meant the sum of three times five fingers , which is fifteen . when she pointed at the little mirror , she meant to say that on the fifteenth , when the moon is round as a mirror , at midnight , you are to go for her . "" then the young man was roused from his confused thoughts , and was so happy he could hardly control himself . but soon he grew sad again and said : "" the prince 's palace is shut off as though by an ocean . how would it be possible to win into it ? ""

Question: why did tsui grow sad again ?",Tsui grew sad again because he realized that the prince's palace was impenetrable. <ANSWER>He was concerned about how it would be possible to gain entry into the palace.</ANSWER>,H,"**Tsui grew sad again because he realized the difficulty of winning into the prince's palace, which was shut off as though by an ocean.**",T,*The young man grew sad again because he realized that the prince's palace was shut off and it seemed impossible to win into it.*,T,[[Tsui grew sad again because he realized that the prince's palace was difficult to access as it seemed to be isolated like an ocean.]],T,((Because he realized that it would be impossible to win into the prince's palace.)),B,So the answer is: Tsui grew sad again because the prince's palace seemed impossible to win into.,T,"""""""Because the prince's palace was shut off and it seemed impossible to win into it.""""""",B
jelly-fish-and-monkey,"thus they went along , the jelly fish skimming through the waves with the monkey sitting on his back . when they were about half - way , the jelly fish , who knew very little of anatomy , began to wonder if the monkey had his liver with him or not ! "" mr . monkey , tell me , have you such a thing as a liver with you ? "" the monkey was very much surprised at this queer question , and asked what the jelly fish wanted with a liver . "" that is the most important thing of all , "" said the stupid jelly fish , "" so as soon as i recollected it , i asked you if you had yours with you ? "" "" why is my liver so important to you ? "" asked the monkey . "" oh ! you will learn the reason later , "" said the jelly fish .",knew very little of anatomy .,why did the jelly fish wonder if the monkey had brought his liver ?,GEM-FairytaleQA-test-556,why did the jelly fish wonder if the monkey had brought his liver ?,['why did the jelly fish wonder if the monkey had brought his liver ?'],local,causal relationship,explicit,"Content: thus they went along , the jelly fish skimming through the waves with the monkey sitting on his back . when they were about half - way , the jelly fish , who knew very little of anatomy , began to wonder if the monkey had his liver with him or not ! "" mr . monkey , tell me , have you such a thing as a liver with you ? "" the monkey was very much surprised at this queer question , and asked what the jelly fish wanted with a liver . "" that is the most important thing of all , "" said the stupid jelly fish , "" so as soon as i recollected it , i asked you if you had yours with you ? "" "" why is my liver so important to you ? "" asked the monkey . "" oh ! you will learn the reason later , "" said the jelly fish .

Question: why did the jelly fish wonder if the monkey had brought his liver ?",<ANSWER> The jelly fish wondered if the monkey had brought his liver because it thought the liver was the most important thing and wanted to ensure the monkey had it with him. </ANSWER>,T,**The jelly fish wondered if the monkey had brought his liver because it believed that the liver is the most important thing of all.**,T,*Because the jelly fish thought the liver was the most important thing and wanted to ensure the monkey had it with him.*,B,[[The jelly fish wondered if the monkey had brought his liver because it believed that the liver was the most important thing and wanted to ensure that the monkey had it with him.]],T,"The jelly fish wondered if the monkey had brought his liver because it believed the liver to be the most important thing, without understanding why. ((The jelly fish was unaware of anatomy and mistakenly thought the liver was a crucial necessity for the journey.))",T,So the answer is: because the jellyfish thought the liver was the most important thing and wanted to ensure that the monkey had brought it with him.,b,"""""""The jelly fish wondered if the monkey had brought his liver because he thought it was the most important thing.""""""",T
