context,question,answer,input_data,raw_zs_free_form_result,zs_free_form_result,raw_zs_bolding_result,zs_bolding_result,raw_zs_italicizing_result,zs_italicizing_result,raw_zs_brackets_result,zs_brackets_result,raw_zs_parenthesis_result,zs_parenthesis_result,raw_zs_placeholder_result,zs_placeholder_result,raw_zs_quoting_result,zs_quoting_result
enchanted-wreath,"the walk took some time , for it was very dark , and her shoes often stuck in the mud , but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant . at last , with her dress torn by brambles that she could not see , and her fact scratched by the twigs on the trees , she reached the spot where she and her father had been cutting in the morning , and found the axe in the place he had left it . to her surprise , three little doves were sitting on the handle , all of them looking very sad .",very sad .,how did the three little doves look when the man's daughter saw them on the axe ?,GEM-FairytaleQA-test-849,how did the three little doves look when the man's daughter saw them on the axe ?,"[""how did the three little doves look when the man's daughter saw them on the axe ?""]",local,character,explicit,"Content: the walk took some time , for it was very dark , and her shoes often stuck in the mud , but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant . at last , with her dress torn by brambles that she could not see , and her fact scratched by the twigs on the trees , she reached the spot where she and her father had been cutting in the morning , and found the axe in the place he had left it . to her surprise , three little doves were sitting on the handle , all of them looking very sad .

Question: how did the three little doves look when the man's daughter saw them on the axe ?",<ANSWER> The three little doves looked sad when the man's daughter saw them on the axe. </ANSWER>,T,*The three little doves looked very sad.*,,*The three little doves looked very sad.*,T,[[The three little doves looked very sad.]],T,((The three little doves looked very sad when the man's daughter saw them on the axe.)),T,So the answer is: the three little doves looked very sad.,t,"""""three little doves were sitting on the handle, all of them looking very sad.""""",
happy-hunter-skillful-fisher,"then ryn jin showed his friend how to use the talismans one by one and handed them to him . the happy hunter was very glad to have these two wonderful gems , the jewel of the flood tide and the jewel of the ebbing tide , to take back with him , for he felt that they would preserve him in case of danger from enemies at any time . after thanking his kind host again and again , he prepared to depart . the sea king and the two princesses , tayotama and tamayori , and all the inmates of the palace , came out to say "" good - by , "" and before the sound of the last farewell had died away the happy hunter passed out from under the gateway , past the well of happy memory standing in the shade of the great katsura trees on his way to the beach .",glad .,how did the happy hunter feel to have these two wonderful gems ?,GEM-FairytaleQA-test-960,how did the happy hunter feel to have these two wonderful gems ?,['how did the happy hunter feel to have these two wonderful gems ?'],local,feeling,explicit,"Content: then ryn jin showed his friend how to use the talismans one by one and handed them to him . the happy hunter was very glad to have these two wonderful gems , the jewel of the flood tide and the jewel of the ebbing tide , to take back with him , for he felt that they would preserve him in case of danger from enemies at any time . after thanking his kind host again and again , he prepared to depart . the sea king and the two princesses , tayotama and tamayori , and all the inmates of the palace , came out to say "" good - by , "" and before the sound of the last farewell had died away the happy hunter passed out from under the gateway , past the well of happy memory standing in the shade of the great katsura trees on his way to the beach .

Question: how did the happy hunter feel to have these two wonderful gems ?","<ANSWER> The happy hunter felt very glad to have the two wonderful gems, the jewel of the flood tide and the jewel of the ebbing tide, to take back with him. He believed that they would preserve him in case of danger from enemies at any time. </ANSWER>",T,"The happy hunter was very glad to have the two wonderful gems, the jewel of the flood tide and the jewel of the ebbing tide. ***He felt that they would preserve him in case of danger from enemies at any time.***",*,"*The happy hunter was very glad to have these two wonderful gems, the jewel of the flood tide and the jewel of the ebbing tide, to take back with him. He felt that they would preserve him in case of danger from enemies at any time.",,"[[The happy hunter was very glad to have the two wonderful gems, the jewel of the flood tide and the jewel of the ebbing tide.]]",T,"The happy hunter was very glad to have the two wonderful gems, the jewel of the flood tide and the jewel of the ebbing tide. ((He felt that they would preserve him in case of danger from enemies at any time.))",H,"The happy hunter was very glad to have the two wonderful gems, the jewel of the flood tide and the jewel of the ebbing tide.

So the answer is: The happy hunter was very glad.",T,"""The happy hunter was very glad to have these two wonderful gems, the jewel of the flood tide and the jewel of the ebbing tide, to take back with him.""",
how-an-old-man-lost-his-wen,"but on looking out from the tree , what was his amazement to see , not his friends , but hundreds of demons coming towards the spot . the more he looked , the greater was his astonishment . some of these demons were as large as giants , others had great big eyes out of all proportion to the rest of their bodies , others again had absurdly long noses , and some had such big mouths that they seemed to open from ear to ear . all had horns growing on their foreheads . the old man was so surprised at what he saw that he lost his balance and fell out of the hollow tree . fortunately for him the demons did not see him , as the tree was in the background . so he picked himself up and crept back into the tree .",he lost his balance and fell out of the hollow tree .,what happened because the man was so surprised at what he saw ?,GEM-FairytaleQA-test-138,what happened because the man was so surprised at what he saw ?,['what happened because the man was so surprised at what he saw ?'],local,outcome resolution,explicit,"Content: but on looking out from the tree , what was his amazement to see , not his friends , but hundreds of demons coming towards the spot . the more he looked , the greater was his astonishment . some of these demons were as large as giants , others had great big eyes out of all proportion to the rest of their bodies , others again had absurdly long noses , and some had such big mouths that they seemed to open from ear to ear . all had horns growing on their foreheads . the old man was so surprised at what he saw that he lost his balance and fell out of the hollow tree . fortunately for him the demons did not see him , as the tree was in the background . so he picked himself up and crept back into the tree .

Question: what happened because the man was so surprised at what he saw ?","<ANSWER> The man was so surprised at what he saw that he lost his balance and fell out of the hollow tree. Fortunately, the demons did not see him, so he picked himself up and crept back into the tree. </ANSWER>",T,"The man was so surprised at what he saw that he lost his balance and fell out of the hollow tree. Fortunately, the demons did not see him as the tree was in the background. He picked himself up and crept back into the tree.

**The man fell out of the tree due to his astonishment and managed to hide again before being seen by the demons.",,"*The man was so surprised at what he saw that he lost his balance and fell out of the hollow tree. Fortunately, the demons did not see him as the tree was in the background. So, he picked himself up and crept back into the tree.",,"[[The man was so surprised at what he saw that he lost his balance and fell out of the hollow tree. Fortunately, the demons did not see him as the tree was in the background. So, he picked himself up and crept back into the tree.]]",T,"((The man was so surprised at what he saw that he lost his balance and fell out of the hollow tree. Fortunately, the demons did not see him as the tree was in the background. So he picked himself up and crept back into the tree.))",T,"The man was so surprised at what he saw that he lost his balance and fell out of the hollow tree. Fortunately, the demons did not see him as the tree was in the background. So the answer is: he fell out of the tree.",h,"""""The man was so surprised at what he saw that he lost his balance and fell out of the hollow tree. Fortunately for him, the demons did not see him as the tree was in the background. So he picked himself up and crept back into the tree.""""",
four-shilling-piece,""" yes , and i 'm sure it is because you have the jacket , poor fellow ! "" said the boy . but when he looked more closely , there was a chest full of bright silver coins under the stone . "" that must be stolen money , "" thought the boy , "" for no one lays money honestly earned under stones in the wood . "" and he took the chest , and carried it down to the pond nearby , and threw in the whole pile of money . but a four - shilling piece was left swimming on the top of the water . "" well , this one is honest , for whatever is honest will float , "" said the boy . and he took the four - shilling piece and the jacket home with him . he told his mother what had happened to him , that the stone had turned around , and that he had found a chest full of silver coins , and had thrown it into the pond because it was stolen money . "" but a four - shilling piece floated , and that i took along , because it was honest , "" said the boy . "" you are a fool , "" said the woman -- for she was as angry as could be--""if nothing were honest save what floats on the water , there would be but little honesty left in the world . and if the money had been stolen ten times over , still you had found it , and charity begins at home . if you had kept the money , we might have passed the rest of our lives in peace and comfort . but you are a dunderhead and will stay a dunderhead , and i wo n't be tormented and burdened with you any longer . now you must get out and earn your own living . ""","he took the whole chest , and carried it down to the pond nearby , and threw in the whole pile of money .",what happened because the boy thought the money was stolen ?,GEM-FairytaleQA-test-287,what happened because the boy thought the money was stolen ?,['what happened because the boy thought the money was stolen ?'],local,outcome resolution,explicit,"Content: "" yes , and i 'm sure it is because you have the jacket , poor fellow ! "" said the boy . but when he looked more closely , there was a chest full of bright silver coins under the stone . "" that must be stolen money , "" thought the boy , "" for no one lays money honestly earned under stones in the wood . "" and he took the chest , and carried it down to the pond nearby , and threw in the whole pile of money . but a four - shilling piece was left swimming on the top of the water . "" well , this one is honest , for whatever is honest will float , "" said the boy . and he took the four - shilling piece and the jacket home with him . he told his mother what had happened to him , that the stone had turned around , and that he had found a chest full of silver coins , and had thrown it into the pond because it was stolen money . "" but a four - shilling piece floated , and that i took along , because it was honest , "" said the boy . "" you are a fool , "" said the woman -- for she was as angry as could be--""if nothing were honest save what floats on the water , there would be but little honesty left in the world . and if the money had been stolen ten times over , still you had found it , and charity begins at home . if you had kept the money , we might have passed the rest of our lives in peace and comfort . but you are a dunderhead and will stay a dunderhead , and i wo n't be tormented and burdened with you any longer . now you must get out and earn your own living . ""

Question: what happened because the boy thought the money was stolen ?","<ANSWER> The boy threw the chest of silver coins into the pond because he believed it was stolen money. He kept a four-shilling piece that floated on the surface, believing it to be honest. His mother discovered what he had done and was angry. She scolded him for being a fool and sent him out to earn his own living. </ANSWER>",T,"*The boy threw the chest of silver coins into the pond because he believed it was stolen money. However, a four-shilling piece floated on the surface, which he kept as he believed it was honest. When he told his mother about the incident, she scolded him for being a fool and made him leave the house to earn his own living.",,"*The boy threw the chest of silver coins into the pond because he believed it was stolen money. However, a four-shilling piece floated on the surface, which he kept as he believed it was honest. When he told his mother about the incident, she scolded him for being a fool and made him leave the house to earn his own living.",,"[[The boy threw the chest of silver coins into the pond because he believed it was stolen money. A four-shilling piece floated on the surface, which he kept as he believed it was honest. His mother discovered the incident, scolded him for his foolishness, and sent him out to earn his own living.]]",T,"((The boy threw the chest of silver coins into the pond because he believed it was stolen money. A four-shilling piece floated on the surface, which he kept as he believed it was honest. His mother discovered the incident, scolded him for his foolishness, and forced him to leave home to earn his own living.))",T,"The boy threw the chest of silver coins into the pond because he believed it was stolen money.

So the answer is: The chest of silver coins was thrown into the pond.",T,"""""The boy threw the stolen chest of silver coins into the pond, leaving a four-shilling piece floating on the surface. He took the honest piece home with him, but his mother scolded him for being a fool and threw him out of the house, telling him to earn his own living.""""",
four-shilling-piece,""" eating is hard work in this country , "" said the merchant . "" how is it the folk here have no cats ? "" "" cats ? "" said the people : they did not know what they were . then the merchant had the cat that he had bought for the scullion brought , and when the cat went over the table , the mice had to hurry into their holes , and not in the memory of man had the people been able to eat in such comfort . then they begged and implored the merchant to sell them his cat . at last he said he would let them have her ; but he wanted a hundred dollars for her , and this they paid , and thanked him kindly into the bargain .",hurried into their holes .,what did the mice do when the they saw the cat ?,GEM-FairytaleQA-test-296,what did the mice do when the they saw the cat ?,['what did the mice do when the they saw the cat ?'],local,action,explicit,"Content: "" eating is hard work in this country , "" said the merchant . "" how is it the folk here have no cats ? "" "" cats ? "" said the people : they did not know what they were . then the merchant had the cat that he had bought for the scullion brought , and when the cat went over the table , the mice had to hurry into their holes , and not in the memory of man had the people been able to eat in such comfort . then they begged and implored the merchant to sell them his cat . at last he said he would let them have her ; but he wanted a hundred dollars for her , and this they paid , and thanked him kindly into the bargain .

Question: what did the mice do when the they saw the cat ?",<ANSWER> The mice hurried into their holes when they saw the cat. </ANSWER>,T,*The mice hurried into their holes when they saw the cat.*,,*hurried into their holes*,h,[[The mice hurried into their holes when they saw the cat.]],T,((The mice hurried into their holes when they saw the cat.)),T,So the answer is: the mice hurried into their holes when they saw the cat.,t,"""The mice hurried into their holes when they saw the cat.""",
the-sea-king-gift,"' we shall require a better house , ' said maie the following summer ; ' the old one is too small for ourselves and the men . ' ' yes , ' said matte . so he built a large cottage , with a real lock to the door , and a store - house for fish as well ; and he and his men caught such quantities of fish that they sent tons of salmon , herring , and cod to russian and sweden . ' i am quite overworked with so many folk , ' said maie ; ' a girl to help me would not come amiss . ' ' get one , then , ' said her husband ; and so they hired a girl . then maie said : ' we have too little milk for all these folk . now that i have a servant , with the same amount of trouble she could look after three cows . ' ' all right , then , ' said her husband , somewhat provoked , ' you can sing a song to the fairies . '",the old one was too small for themselves and the men .,why did maie want a better house ?,GEM-FairytaleQA-test-499,why did maie want a better house ?,['why did maie want a better house ?'],local,causal relationship,explicit,"Content: ' we shall require a better house , ' said maie the following summer ; ' the old one is too small for ourselves and the men . ' ' yes , ' said matte . so he built a large cottage , with a real lock to the door , and a store - house for fish as well ; and he and his men caught such quantities of fish that they sent tons of salmon , herring , and cod to russian and sweden . ' i am quite overworked with so many folk , ' said maie ; ' a girl to help me would not come amiss . ' ' get one , then , ' said her husband ; and so they hired a girl . then maie said : ' we have too little milk for all these folk . now that i have a servant , with the same amount of trouble she could look after three cows . ' ' all right , then , ' said her husband , somewhat provoked , ' you can sing a song to the fairies . '

Question: why did maie want a better house ?",<ANSWER> Maie wanted a better house because the old one was too small for herself and the men. <\/ANSWER>,,*Maie wanted a better house because the old one was too small for herself and the men.*,,*Maie wanted a better house because the old one was too small for herself and the men.,,[[Maie wanted a better house because the old one was too small for herself and the men.]],M,((Maie wanted a better house because the old one was too small for herself and the men.)),M,"The answer is: The old house was too small for Maie and her husband, as well as the men, so they needed a larger one.

So the answer is: The old house was too small for the growing family and workforce.",T,"""'The old one is too small for ourselves and the men,'"" said Maie the following summer. [Answer: Maie wanted a better house because the old one was too small for her family and the men.]",
the-enchanted-deer,"then ian was killed a second time , and after the rest of the robbers had eaten , they lay down and slept till morning . no sooner were their faces touched with the sun 's rays than they were up and off . then the deer entered and dropped the healing wax on the dead man , and he was as well as ever . by this time he did not mind what befell him , so sure was he that the deer would take care of him , and in the evening that which had happened before happened again -- the four robbers were put to death and the fisher 's son also , but because there was no food left for them to eat , they were nearly mad with rage , and began to quarrel . from quarrelling they went on to fighting , and fought so hard that by and bye they were all stretched dead on the floor . then the deer entered , and the fisher 's son was restored to life , and bidding him follow her , she ran on to a little white cottage where dwelt an old woman and her son , who was thin and dark .",sure was he that the deer would take care of him .,why didn't ian mind what befell on him ?,GEM-FairytaleQA-test-792,why didn't ian mind what befell on him ?,"[""why didn't ian mind what befell on him ?""]",local,causal relationship,explicit,"Content: then ian was killed a second time , and after the rest of the robbers had eaten , they lay down and slept till morning . no sooner were their faces touched with the sun 's rays than they were up and off . then the deer entered and dropped the healing wax on the dead man , and he was as well as ever . by this time he did not mind what befell him , so sure was he that the deer would take care of him , and in the evening that which had happened before happened again -- the four robbers were put to death and the fisher 's son also , but because there was no food left for them to eat , they were nearly mad with rage , and began to quarrel . from quarrelling they went on to fighting , and fought so hard that by and bye they were all stretched dead on the floor . then the deer entered , and the fisher 's son was restored to life , and bidding him follow her , she ran on to a little white cottage where dwelt an old woman and her son , who was thin and dark .

Question: why didn't ian mind what befell on him ?",<ANSWER> Ian didn't mind what befell him because he was confident that the deer would take care of him. </ANSWER>,I,*Ian didn't mind what befell him because he was confident that the deer would take care of him.*,,*Ian didn't mind what befell him because he was confident that the deer would take care of him.,,[[Ian didn't mind what befell him because he was confident that the deer would take care of him.]],I,((He didn't mind what befell him because he was confident that the deer would take care of him.)),H,'So the answer is: He didn't mind what befell him because he was sure that the deer would take care of him.',H,"""""He didn't mind what befell him because he was sure that the deer would take care of him.""""",
the-false-prince-and-the-true,"the hall was full to overflowing when the prisoner entered it , and all marvelled at the brightness of his face . the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne , and , if so , to be quick in setting it forth . with a low bow the youth made answer in a clear voice : ' o my lord and gracious king , and you , nobles and wise men of the land , i leave my cause without fear in your hands , knowing that you will listen and judge rightly , and that you will suffer me to speak to the end , before you give judgment . ' ' for four years , you , o king , had been married to the queen and yet had no children , which grieved you greatly . the queen saw this , and likewise that your love was going from her , and thought night and day of some plan that might put an end to this evil . at length , when you were away fighting in distant countries , she decided what she would do , and adopted in secret the baby of a poor quarryman , sending a messenger to tell you that you had a son . no one suspected the truth except a priest to whom the queen confessed the truth , and in a few weeks she fell ill and died , leaving the baby to be brought up as became a prince . and now , if your highness will permit me , i will speak of myself . ' ' what you have already told me , ' answered the king , ' is so strange that i can not imagine what more there is to tell , but go on with your story . '",inquired if he had any excuse to plead .,what did the king do after the gentleman came to his trial ?,GEM-FairytaleQA-test-338,what did the king do after the gentleman came to his trial ?,['what did the king do after the gentleman came to his trial ?'],local,action,explicit,"Content: the hall was full to overflowing when the prisoner entered it , and all marvelled at the brightness of his face . the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne , and , if so , to be quick in setting it forth . with a low bow the youth made answer in a clear voice : ' o my lord and gracious king , and you , nobles and wise men of the land , i leave my cause without fear in your hands , knowing that you will listen and judge rightly , and that you will suffer me to speak to the end , before you give judgment . ' ' for four years , you , o king , had been married to the queen and yet had no children , which grieved you greatly . the queen saw this , and likewise that your love was going from her , and thought night and day of some plan that might put an end to this evil . at length , when you were away fighting in distant countries , she decided what she would do , and adopted in secret the baby of a poor quarryman , sending a messenger to tell you that you had a son . no one suspected the truth except a priest to whom the queen confessed the truth , and in a few weeks she fell ill and died , leaving the baby to be brought up as became a prince . and now , if your highness will permit me , i will speak of myself . ' ' what you have already told me , ' answered the king , ' is so strange that i can not imagine what more there is to tell , but go on with your story . '

Question: what did the king do after the gentleman came to his trial ?",<ANSWER> The king allowed the gentleman to continue telling his story. <\/ANSWER>,,*The king allowed the gentleman to continue telling his story.*,,*The king allowed the gentleman to continue telling his story.*,T,[[The king allowed the gentleman to continue telling his story.]],T,((The king allowed the gentleman to continue speaking after expressing his curiosity about any excuses for the high treason he had committed.)),T,"The king allowed the gentleman to continue telling his story.

So the answer is: allowed.",a,"""""The king allowed the gentleman to continue speaking.""""",
the-sea-king-gift,"his wife set out in the new steamer and sang to the sea - king . next morning thirty cows stood on the shore , all finding food for themselves . ' know'st thou , good man , that we are far too cramped on this wretched rock , and where am i to find room for so many cows ? ' ' there is nothing to be done but to pump out the sea . ' ' rubbish ! ' said his wife . ' who can pump out the sea ? ' ' try with thy new steamer , there is a pump in it . ' maie knew well that her husband was only making fun of her , but still her mind was set upon the same subject . ' i never could pump the sea out , ' thought she , ' but perhaps i might fill it up , if i were to make a big dam . i might heap up sand and stones , and make our island as big again . ' maie loaded her boat with stones and went out to sea . the fiddler was with her , and fiddled so finely that ahti and wellamos and all the sea 's daughters rose to the surface of the water to listen to the music . ' what is that shining so brightly in the waves ? ' asked maie . ' that is sea foam glinting in the sunshine , ' answered the fiddler . ' throw out the stones , ' said maie . the people in the boat began to throw out the stones , splash , splash , right and left , into the foam . one stone hit the nose of wellamos 's chief lady - in - waiting , another scratched the sea queen herself on the cheek , a third plumped close to ahti 's head and tore off half of the sea - king 's beard ; then there was a commotion in the sea , the waves bubbled and bubbled like boiling water in a pot ",it will anger ahti .,what will happen after everyone throws the stones into the sea ?,GEM-FairytaleQA-test-510,what will happen after everyone throws the stones into the sea ?,['what will happen after everyone throws the stones into the sea ?'],summary,prediction,implicit,"Content: his wife set out in the new steamer and sang to the sea - king . next morning thirty cows stood on the shore , all finding food for themselves . ' know'st thou , good man , that we are far too cramped on this wretched rock , and where am i to find room for so many cows ? ' ' there is nothing to be done but to pump out the sea . ' ' rubbish ! ' said his wife . ' who can pump out the sea ? ' ' try with thy new steamer , there is a pump in it . ' maie knew well that her husband was only making fun of her , but still her mind was set upon the same subject . ' i never could pump the sea out , ' thought she , ' but perhaps i might fill it up , if i were to make a big dam . i might heap up sand and stones , and make our island as big again . ' maie loaded her boat with stones and went out to sea . the fiddler was with her , and fiddled so finely that ahti and wellamos and all the sea 's daughters rose to the surface of the water to listen to the music . ' what is that shining so brightly in the waves ? ' asked maie . ' that is sea foam glinting in the sunshine , ' answered the fiddler . ' throw out the stones , ' said maie . the people in the boat began to throw out the stones , splash , splash , right and left , into the foam . one stone hit the nose of wellamos 's chief lady - in - waiting , another scratched the sea queen herself on the cheek , a third plumped close to ahti 's head and tore off half of the sea - king 's beard ; then there was a commotion in the sea , the waves bubbled and bubbled like boiling water in a pot 

Question: what will happen after everyone throws the stones into the sea ?","<ANSWER> The sea reacts violently to the stones being thrown in, with bubbling waves and commotion.
</ANSWER>",T,"The sea will react violently to the stones being thrown in, with bubbling waves and potential harm to sea creatures.

***The sea will react violently to the stones being thrown in, with bubbling waves and potential harm to sea creatures.***",*,"*The sea becomes agitated, with bubbles forming like boiling water. The sea creatures, including Wellamos' chief lady-in-waiting, the sea queen, and the sea king, react to the stones being thrown at them.",,"[[The sea reacts violently to the stones being thrown in, with bubbling waves and potential harm to sea creatures.]]",T,"((The sea becomes agitated, with bubbles forming and sea creatures reacting to the stones being thrown into the water.))",T,"The sea becomes agitated and there is a commotion as the stones hit various sea creatures and beings, including Wellamos' chief lady-in-waiting, the sea queen, and half of the sea-king's beard.

So the answer is: the sea becomes agitated and there is a commotion as the stones hit various sea creatures and beings.",t,"""""The waves bubbled and bubbled like boiling water in a pot""""",
lucky-andrew,"but the latter did not lose heart . he gathered drift - wood along the strand , shot sea - birds , and looked for mussels and roots . he built himself a raft of drift - timber , and fished with a pole that had also been left behind . one day , while he was at work , he happened to notice a depression or hollow in the sand , as though made by the keel of a large northland schooner , and he could plainly trace the braidings of the hawsers from the strand up to the top of the island . then he thought to himself that he was in no danger , for he saw there was truth in the report he had often heard , that the meer - folk made the island their abode , and did much business with their ships .",a raft of drift - timber .,what did andrew build ?,GEM-FairytaleQA-test-627,what did andrew build ?,['what did andrew build ?'],local,action,explicit,"Content: but the latter did not lose heart . he gathered drift - wood along the strand , shot sea - birds , and looked for mussels and roots . he built himself a raft of drift - timber , and fished with a pole that had also been left behind . one day , while he was at work , he happened to notice a depression or hollow in the sand , as though made by the keel of a large northland schooner , and he could plainly trace the braidings of the hawsers from the strand up to the top of the island . then he thought to himself that he was in no danger , for he saw there was truth in the report he had often heard , that the meer - folk made the island their abode , and did much business with their ships .

Question: what did andrew build ?",<ANSWER> Andrew built a raft of drift-timber. </ANSWER>,A,*He built a raft of drift-timber.*,,*He built a raft of drift-timber.*,H,[[Andrew built a raft of drift-timber.]],A,((He built a raft of drift-timber.)),H,So the answer is: a raft.,a,"""""He built himself a raft of drift-timber.""""""",
whippety-stourie,"at any rate , his poor young wife was sorely to be pitied , for she was left with a little baby - boy to bring up , and , as times were bad , she had not much to live on . but she loved her baby dearly , and worked all day amongst her cows , and pigs , and hens , in order to earn enough money to buy food and clothes for both herself and him . now , on the morning of which i am speaking , she rose very early and went out to feed her pigs , for rent - day was coming on , and she intended to take one of them , a great , big , fat creature , to the market that very day , as she thought that the price that it would fetch would go a long way towards paying her rent . and because she thought so , her heart was light , and she hummed a little song to herself as she crossed the yard with her bucket on one arm and her baby - boy on the other .","rent - day was coming on , and she intended to take one of them , a great , big , fat creature , to the market that very day .",why did the widowed mistress rise very early and go out to feed her pigs ?,GEM-FairytaleQA-test-376,why did the widowed mistress rise very early and go out to feed her pigs ?,['why did the widowed mistress rise very early and go out to feed her pigs ?'],local,causal relationship,explicit,"Content: at any rate , his poor young wife was sorely to be pitied , for she was left with a little baby - boy to bring up , and , as times were bad , she had not much to live on . but she loved her baby dearly , and worked all day amongst her cows , and pigs , and hens , in order to earn enough money to buy food and clothes for both herself and him . now , on the morning of which i am speaking , she rose very early and went out to feed her pigs , for rent - day was coming on , and she intended to take one of them , a great , big , fat creature , to the market that very day , as she thought that the price that it would fetch would go a long way towards paying her rent . and because she thought so , her heart was light , and she hummed a little song to herself as she crossed the yard with her bucket on one arm and her baby - boy on the other .

Question: why did the widowed mistress rise very early and go out to feed her pigs ?",<ANSWER> She rose early to feed her pigs and take one of them to the market to earn money for rent day. <\/ANSWER>,,*She rose early to feed her pigs and take one of them to the market to earn money for rent payment.,,"*She intended to take one of her pigs to the market that day to earn money for rent, so she rose early to feed them and prepare for the sale.",,[[She rose early to feed her pigs and take one of them to the market to earn money for rent day.]],S,"((She intended to take one of her pigs to the market that day to earn money for rent, so she rose early to feed them.))",S,So the answer is: She rose very early and went out to feed her pigs in order to take one of them to the market that day to earn money for rent.,S,"She rose very early and went out to feed her pigs ""in order to take one of them to the market that very day, as she thought the price it would fetch would go a long way towards paying her rent.""",
whippety-stourie,"she stood and looked at the dying creature for some minutes , rocking to and fro and muttering to herself in words which the widow could not understand ; at least , she could only understand four of them , and they sounded something like this : "" pitter - patter , haly water . "" then she put her hand into her pocket and drew out a tiny bottle with a liquid that looked like oil in it . she took the cork out , and dropped one of her long lady - like fingers into it ; then she touched the pig on the snout and on his ears , and on the tip of his curly tail . no sooner had she done so than up the beast jumped , and , with a grunt of contentment , ran off to its trough to look for its breakfast .",the pig was cured .,"what happened after the old woman touched the pig on the snout, ears, and tail ?",GEM-FairytaleQA-test-391,"what happened after the old woman touched the pig on the snout, ears, and tail ?","['what happened after the old woman touched the pig on the snout, ears, and tail ?']",local,outcome resolution,implicit,"Content: she stood and looked at the dying creature for some minutes , rocking to and fro and muttering to herself in words which the widow could not understand ; at least , she could only understand four of them , and they sounded something like this : "" pitter - patter , haly water . "" then she put her hand into her pocket and drew out a tiny bottle with a liquid that looked like oil in it . she took the cork out , and dropped one of her long lady - like fingers into it ; then she touched the pig on the snout and on his ears , and on the tip of his curly tail . no sooner had she done so than up the beast jumped , and , with a grunt of contentment , ran off to its trough to look for its breakfast .

Question: what happened after the old woman touched the pig on the snout, ears, and tail ?",<ANSWER> The pig jumped up and ran off to its trough with a grunt of contentment. </ANSWER>,T,*The pig jumped up and ran off to its trough with a grunt of contentment.*,,*The pig jumped up and ran off to its trough with a grunt of contentment.*,T,[[The pig jumped up and ran off to its trough with a grunt of contentment.]],T,The pig jumped up and ran off to its trough ((with a grunt of contentment)).,w,"The pig jumped up and ran off to its trough with a grunt of contentment.

So the answer is: the pig became energetic and went to look for its breakfast.",t,"""The pig jumped up and ran off to its trough with a grunt of contentment.""",
lucky-andrew,"but after her mother had gone , she found so many berries that she forgot to say her verse , and so she was enchanted and taken into the hill . and there no harm had been done her , save that she had lost the top joint of the little finger of her left hand , and the goblins had been kind to her ; yet it had always seemed to her as though something were not as it should be , she felt as though something weighed upon her , and she had suffered greatly from the advances of the dwarf who had been chosen for her husband . when andrew learned who her mother and her people were , he saw that they were related to him , and they became very good friends . so andrew could truly say he had been born under a lucky star . then they sailed home , and took along the schooner , and all the gold and silver , and all the treasure which had been left in the hut , and then andrew was far wealthier than his brother .",she had lost the top joint of the little finger on her left hand .,what was the only harm done to the bride by the goblins ?,GEM-FairytaleQA-test-657,what was the only harm done to the bride by the goblins ?,['what was the only harm done to the bride by the goblins ?'],local,action,explicit,"Content: but after her mother had gone , she found so many berries that she forgot to say her verse , and so she was enchanted and taken into the hill . and there no harm had been done her , save that she had lost the top joint of the little finger of her left hand , and the goblins had been kind to her ; yet it had always seemed to her as though something were not as it should be , she felt as though something weighed upon her , and she had suffered greatly from the advances of the dwarf who had been chosen for her husband . when andrew learned who her mother and her people were , he saw that they were related to him , and they became very good friends . so andrew could truly say he had been born under a lucky star . then they sailed home , and took along the schooner , and all the gold and silver , and all the treasure which had been left in the hut , and then andrew was far wealthier than his brother .

Question: what was the only harm done to the bride by the goblins ?",<ANSWER> The only harm done to the bride by the goblins was the loss of the top joint of the little finger of her left hand. </ANSWER>,T,"The only harm done to the bride by the goblins was the loss of the top joint of the little finger of her left hand.

*The only harm done to the bride by the goblins was the loss of the top joint of her left little finger.*",,*The only harm done to the bride by the goblins was the loss of the top joint of the little finger of her left hand.,,[[The only harm done to the bride by the goblins was the loss of the top joint of her left hand.]],T,((The only harm done to the bride by the goblins was the loss of the top joint of her left hand.)),T,"The only harm done to the bride by the goblins was the loss of the top joint of the little finger of her left hand.

So the answer is: the loss of a finger joint.",t,"""""She had lost the top joint of the little finger of her left hand.""""""",
